cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
10034,D0,14,2016-11-30,2017-06-15,197 days
10034,D1,9,2007-10-31,2008-06-30,243 days
10034,D2,15,2023-01-15,2023-08-31,228 days
10034,D3,13,2021-01-31,2021-07-31,181 days
10034,D4,8,2024-01-15,2024-04-30,106 days
10034,Sin sequia,20,2004-01-31,2005-09-30,608 days
10035,D0,9,2013-02-28,2013-10-31,245 days
10035,D1,10,2019-02-28,2019-07-15,137 days
10035,D2,17,2020-06-30,2021-02-28,243 days
10035,D3,16,2021-03-15,2021-10-31,230 days
10035,D4,12,2023-11-15,2024-04-30,167 days
10035,Sin sequia,26,2008-08-31,2010-09-30,760 days
10036,D0,16,2019-04-30,2019-12-15,229 days
10036,D1,8,2020-08-15,2020-11-30,107 days
10036,D2,14,2021-07-15,2022-01-31,200 days
10036,D3,5,2012-02-29,2012-06-30,122 days
10036,D4,3,2011-11-30,2012-01-31,62 days
10036,Sin sequia,22,2003-10-31,2005-08-31,670 days
10037,D0,10,2016-03-31,2016-08-15,137 days
10037,D1,12,2019-02-28,2019-08-15,168 days
10037,D2,13,2020-08-15,2021-02-15,184 days
10037,D3,11,2021-02-28,2021-07-31,153 days
10037,D4,9,2023-12-31,2024-04-30,121 days
10037,Sin sequia,20,2004-01-31,2005-09-30,608 days
10038,D0,8,2019-02-28,2019-06-15,107 days
10038,D1,9,2019-06-30,2019-10-31,123 days
10038,D2,5,2023-09-15,2023-11-15,61 days
10038,D3,5,2011-10-31,2012-02-29,121 days
10038,Sin sequia,23,2003-06-30,2005-06-30,731 days
10039,D0,16,2015-08-31,2016-04-15,228 days
10039,D1,10,2022-03-15,2022-07-31,138 days
10039,D2,12,2021-01-15,2021-06-30,166 days
10039,D3,3,2011-04-30,2011-06-30,61 days
10039,D4,4,2011-11-30,2012-02-29,91 days
10039,Sin sequia,31,2008-08-31,2011-02-28,911 days
11001,D0,13,2016-01-15,2016-07-15,182 days
11001,D1,12,2017-02-28,2017-08-15,168 days
11001,D2,6,2009-07-31,2009-12-31,153 days
11001,D3,10,2023-06-30,2023-11-15,138 days
11001,Sin sequia,27,2003-01-31,2005-05-31,851 days
11002,D0,9,2008-09-30,2009-05-31,243 days
11002,D1,12,2020-05-31,2020-11-15,168 days
11002,D2,13,2023-10-31,2024-04-30,182 days
11002,D3,8,2023-06-30,2023-10-15,107 days
11002,Sin sequia,26,2003-01-31,2005-04-30,820 days
11003,D0,6,2008-03-31,2008-08-31,153 days
11003,D1,7,2009-06-30,2009-12-31,184 days
11003,D2,6,2010-01-31,2010-06-30,150 days
11003,D3,20,2023-06-30,2024-04-15,290 days
11003,D4,1,2024-04-30,2024-04-30,0 days
11003,Sin sequia,65,2013-07-31,2016-06-30,1065 days
11004,D0,6,2013-02-28,2013-07-31,153 days
11004,D1,6,2008-03-31,2008-08-31,153 days
11004,D2,13,2020-11-30,2021-05-31,182 days
11004,D3,5,2024-02-29,2024-04-30,61 days
11004,D4,2,2011-12-31,2012-01-31,31 days
11004,Sin sequia,27,2003-01-31,2005-05-31,851 days
11005,D0,14,2022-10-15,2023-05-15,212 days
11005,D1,5,2008-03-31,2008-07-31,122 days
11005,D2,10,2020-11-30,2021-04-15,136 days
11005,D3,5,2024-02-29,2024-04-30,61 days
11005,D4,2,2011-12-31,2012-01-31,31 days
11005,Sin sequia,27,2003-01-31,2005-05-31,851 days
11006,D0,27,2020-01-15,2021-02-15,397 days
11006,D1,15,2018-10-31,2019-05-31,212 days
11006,D2,22,2022-06-15,2023-05-15,334 days
11006,D3,8,2023-09-15,2023-12-31,107 days
11006,D4,8,2024-01-15,2024-04-30,106 days
11006,Sin sequia,28,2007-02-28,2009-05-31,823 days
11007,D0,7,2008-11-30,2009-05-31,182 days
11007,D1,8,2009-06-30,2010-01-31,215 days
11007,D2,10,2020-11-30,2021-04-15,136 days
11007,D3,5,2024-02-29,2024-04-30,61 days
11007,D4,2,2011-12-31,2012-01-31,31 days
11007,Sin sequia,27,2003-01-31,2005-05-31,851 days
11008,D0,20,2019-07-15,2020-04-30,290 days
11008,D1,7,2009-07-31,2010-01-31,184 days
11008,D2,6,2020-12-31,2021-03-15,74 days
11008,D3,8,2023-06-30,2023-10-15,107 days
11008,Sin sequia,71,2014-04-30,2017-03-31,1066 days
11009,D0,5,2013-02-28,2013-06-30,122 days
11009,D1,10,2009-06-30,2010-03-31,274 days
11009,D2,9,2018-01-31,2018-05-31,120 days
11009,D3,8,2023-06-30,2023-10-15,107 days
11009,D4,2,2011-12-31,2012-01-31,31 days
11009,Sin sequia,27,2003-01-31,2005-05-31,851 days
11010,D0,9,2008-09-30,2009-05-31,243 days
11010,D1,6,2008-03-31,2008-08-31,153 days
11010,D2,8,2023-07-15,2023-10-31,108 days
11010,D3,4,2021-03-31,2021-05-15,45 days
11010,Sin sequia,27,2003-01-31,2005-05-31,851 days
11011,D0,9,2008-09-30,2009-05-31,243 days
11011,D1,8,2008-01-31,2008-08-31,213 days
11011,D2,8,2020-11-30,2021-03-15,105 days
11011,D3,6,2023-07-31,2023-10-15,76 days
11011,Sin sequia,27,2003-01-31,2005-05-31,851 days
11012,D0,10,2019-10-31,2020-03-15,136 days
11012,D1,7,2008-11-30,2009-05-31,182 days
11012,D2,5,2009-08-31,2009-12-31,122 days
11012,D3,8,2023-06-30,2023-10-15,107 days
11012,Sin sequia,27,2003-01-31,2005-05-31,851 days
11013,D0,21,2019-05-15,2020-03-15,305 days
11013,D1,5,2023-02-28,2023-05-15,76 days
11013,D2,15,2022-04-15,2022-11-15,214 days
11013,D3,15,2023-08-31,2024-03-31,213 days
11013,D4,2,2024-04-15,2024-04-30,15 days
11013,Sin sequia,65,2013-08-31,2016-07-15,1049 days
11014,D0,9,2019-12-31,2020-04-30,121 days
11014,D1,12,2009-01-31,2009-12-31,334 days
11014,D2,6,2010-01-31,2010-06-30,150 days
11014,D3,20,2023-06-30,2024-04-15,290 days
11014,D4,1,2024-04-30,2024-04-30,0 days
11014,Sin sequia,27,2003-01-31,2005-05-31,851 days
11015,D0,5,2013-02-28,2013-06-30,122 days
11015,D1,10,2009-07-31,2010-04-30,273 days
11015,D2,9,2018-01-31,2018-05-31,120 days
11015,D3,21,2023-06-30,2024-04-30,305 days
11015,Sin sequia,64,2013-07-31,2016-06-15,1050 days
11016,D0,21,2019-08-15,2020-06-15,305 days
11016,D1,6,2009-01-31,2009-06-30,150 days
11016,D2,13,2023-10-31,2024-04-30,182 days
11016,D3,8,2023-06-30,2023-10-15,107 days
11016,Sin sequia,26,2003-01-31,2005-04-30,820 days
11017,D0,12,2016-11-30,2017-05-15,166 days
11017,D1,7,2008-01-31,2008-07-31,182 days
11017,D2,8,2018-01-31,2018-05-15,104 days
11017,D3,11,2023-06-30,2023-11-30,153 days
11017,Sin sequia,27,2003-01-31,2005-05-31,851 days
11018,D0,9,2008-09-30,2009-05-31,243 days
11018,D1,4,2008-05-31,2008-08-31,92 days
11018,D2,6,2009-07-31,2009-12-31,153 days
11018,D3,11,2023-06-30,2023-11-30,153 days
11018,Sin sequia,27,2003-01-31,2005-05-31,851 days
11019,D0,9,2008-09-30,2009-05-31,243 days
11019,D1,14,2020-05-31,2020-12-15,198 days
11019,D2,7,2024-01-15,2024-04-15,91 days
11019,D3,8,2023-06-30,2023-10-15,107 days
11019,Sin sequia,27,2003-01-31,2005-05-31,851 days
11020,D0,9,2020-08-15,2020-12-15,122 days
11020,D1,6,2009-08-31,2010-01-31,153 days
11020,D2,12,2020-12-31,2021-06-15,166 days
11020,D3,11,2023-06-30,2023-11-30,153 days
11020,Sin sequia,27,2003-01-31,2005-05-31,851 days
11021,D0,13,2022-01-31,2022-07-31,181 days
11021,D1,8,2008-11-30,2009-06-30,212 days
11021,D2,6,2009-07-31,2009-12-31,153 days
11021,D3,11,2023-06-30,2023-11-30,153 days
11021,Sin sequia,26,2003-01-31,2005-04-30,820 days
11022,D0,9,2017-02-28,2017-06-30,122 days
11022,D1,9,2022-03-15,2022-07-15,122 days
11022,D2,8,2023-02-28,2023-06-30,122 days
11022,D3,10,2023-07-15,2023-11-30,138 days
11022,Sin sequia,64,2013-07-31,2016-06-15,1050 days
11023,D0,15,2016-01-15,2016-08-15,213 days
11023,D1,9,2008-11-30,2009-07-31,243 days
11023,D2,5,2009-08-31,2009-12-31,122 days
11023,D3,21,2023-06-30,2024-04-30,305 days
11023,Sin sequia,26,2003-01-31,2005-04-30,820 days
11024,D0,12,2016-11-30,2017-05-15,166 days
11024,D1,6,2009-01-31,2009-06-30,150 days
11024,D2,6,2009-07-31,2009-12-31,153 days
11024,D3,4,2023-06-30,2023-08-15,46 days
11024,Sin sequia,62,2014-04-30,2016-11-15,930 days
11025,D0,11,2017-05-31,2017-10-31,153 days
11025,D1,6,2009-08-31,2010-01-31,153 days
11025,D2,12,2020-12-31,2021-06-15,166 days
11025,D3,11,2023-06-30,2023-11-30,153 days
11025,Sin sequia,74,2014-04-30,2017-05-15,1111 days
11026,D0,12,2017-04-15,2017-09-30,168 days
11026,D1,7,2009-07-31,2010-01-31,184 days
11026,D2,12,2023-10-31,2024-04-15,167 days
11026,D3,8,2023-06-30,2023-10-15,107 days
11026,Sin sequia,62,2014-04-30,2016-11-15,930 days
11027,D0,9,2022-11-30,2023-03-31,121 days
11027,D1,8,2008-01-31,2008-08-31,213 days
11027,D2,9,2018-01-31,2018-05-31,120 days
11027,D3,11,2023-06-30,2023-11-30,153 days
11027,Sin sequia,27,2003-01-31,2005-05-31,851 days
11028,D0,9,2008-09-30,2009-05-31,243 days
11028,D1,5,2009-09-30,2010-01-31,123 days
11028,D2,10,2020-11-30,2021-04-15,136 days
11028,D3,11,2023-06-30,2023-11-30,153 days
11028,Sin sequia,26,2003-01-31,2005-04-30,820 days
11029,D0,30,2019-07-31,2020-10-15,442 days
11029,D1,8,2009-08-31,2010-03-31,212 days
11029,D2,10,2022-04-15,2022-08-31,138 days
11029,D3,18,2023-07-15,2024-03-31,260 days
11029,D4,2,2024-04-15,2024-04-30,15 days
11029,Sin sequia,27,2003-01-31,2005-05-31,851 days
11030,D0,9,2008-11-30,2009-07-31,243 days
11030,D1,10,2017-03-31,2017-08-15,137 days
11030,D2,8,2022-04-30,2022-08-15,107 days
11030,D3,21,2023-06-30,2024-04-30,305 days
11030,Sin sequia,27,2003-01-31,2005-05-31,851 days
11031,D0,13,2019-02-28,2019-08-31,184 days
11031,D1,6,2009-08-31,2010-01-31,153 days
11031,D2,12,2020-12-31,2021-06-15,166 days
11031,D3,11,2023-06-30,2023-11-30,153 days
11031,Sin sequia,62,2014-04-30,2016-11-15,930 days
11032,D0,21,2019-05-15,2020-03-15,305 days
11032,D1,11,2020-10-31,2021-03-31,151 days
11032,D2,13,2022-03-31,2022-09-30,183 days
11032,D3,7,2023-08-31,2023-11-30,91 days
11032,D4,2,2024-04-15,2024-04-30,15 days
11032,Sin sequia,86,2013-08-31,2017-05-31,1369 days
11033,D0,20,2018-06-30,2019-04-15,289 days
11033,D1,8,2009-08-31,2010-03-31,212 days
11033,D2,15,2022-04-15,2022-11-15,214 days
11033,D3,11,2023-07-31,2023-12-31,153 days
11033,D4,8,2024-01-15,2024-04-30,106 days
11033,Sin sequia,61,2013-09-30,2016-05-31,974 days
11034,D0,32,2018-08-15,2019-11-30,472 days
11034,D1,6,2023-05-31,2023-08-15,76 days
11034,D2,26,2022-04-15,2023-05-15,395 days
11034,D3,14,2023-08-31,2024-03-15,197 days
11034,D4,3,2024-03-31,2024-04-30,30 days
11034,Sin sequia,27,2003-01-31,2005-05-31,851 days
11035,D0,8,2008-10-31,2009-05-31,212 days
11035,D1,10,2009-06-30,2010-03-31,274 days
11035,D2,9,2018-01-31,2018-05-31,120 days
11035,D3,8,2023-06-30,2023-10-15,107 days
11035,Sin sequia,27,2003-01-31,2005-05-31,851 days
11036,D0,9,2008-09-30,2009-05-31,243 days
11036,D1,7,2019-04-30,2019-07-31,92 days
11036,D2,14,2020-11-30,2021-06-15,197 days
11036,D3,11,2023-06-30,2023-11-30,153 days
11036,Sin sequia,26,2003-01-31,2005-04-30,820 days
11037,D0,5,2013-02-28,2013-06-30,122 days
11037,D1,9,2009-07-31,2010-03-31,243 days
11037,D2,9,2018-01-31,2018-05-31,120 days
11037,D3,11,2023-06-30,2023-11-30,153 days
11037,Sin sequia,27,2003-01-31,2005-05-31,851 days
11038,D0,9,2008-09-30,2009-05-31,243 days
11038,D1,14,2020-05-31,2020-12-15,198 days
11038,D2,8,2024-01-15,2024-04-30,106 days
11038,D3,8,2023-06-30,2023-10-15,107 days
11038,Sin sequia,26,2003-01-31,2005-04-30,820 days
11039,D0,9,2008-09-30,2009-05-31,243 days
11039,D1,8,2009-06-30,2010-01-31,215 days
11039,D2,10,2020-11-30,2021-04-15,136 days
11039,D3,5,2023-08-15,2023-10-15,61 days
11039,D4,2,2011-12-31,2012-01-31,31 days
11039,Sin sequia,27,2003-01-31,2005-05-31,851 days
11040,D0,38,2018-08-31,2020-03-15,562 days
11040,D1,8,2020-11-30,2021-03-15,105 days
11040,D2,16,2022-03-31,2022-11-15,229 days
11040,D3,14,2023-08-31,2024-03-15,197 days
11040,D4,3,2024-03-31,2024-04-30,30 days
11040,Sin sequia,64,2013-09-30,2016-07-15,1019 days
11041,D0,13,2022-01-31,2022-07-31,181 days
11041,D1,6,2009-01-31,2009-06-30,150 days
11041,D2,6,2009-07-31,2009-12-31,153 days
11041,D3,11,2023-06-30,2023-11-30,153 days
11041,Sin sequia,26,2003-01-31,2005-04-30,820 days
11042,D0,12,2019-08-15,2020-01-31,169 days
11042,D1,5,2009-02-28,2009-06-30,122 days
11042,D2,6,2009-07-31,2009-12-31,153 days
11042,D3,8,2023-06-30,2023-10-15,107 days
11042,Sin sequia,26,2003-01-31,2005-04-30,820 days
11043,D0,20,2017-08-15,2018-05-31,289 days
11043,D1,11,2022-11-30,2023-05-15,166 days
11043,D2,15,2022-04-15,2022-11-15,214 days
11043,D3,9,2023-08-31,2023-12-31,122 days
11043,D4,8,2024-01-15,2024-04-30,106 days
11043,Sin sequia,27,2003-01-31,2005-05-31,851 days
11044,D0,9,2008-09-30,2009-05-31,243 days
11044,D1,8,2008-01-31,2008-08-31,213 days
11044,D2,9,2018-01-31,2018-05-31,120 days
11044,D3,4,2023-06-30,2023-08-15,46 days
11044,Sin sequia,27,2003-01-31,2005-05-31,851 days
11045,D0,23,2018-03-15,2019-02-15,337 days
11045,D1,10,2019-08-15,2019-12-31,138 days
11045,D2,26,2022-04-15,2023-05-15,395 days
11045,D3,9,2023-08-31,2023-12-31,122 days
11045,D4,8,2024-01-15,2024-04-30,106 days
11045,Sin sequia,27,2003-01-31,2005-05-31,851 days
11046,D0,12,2019-08-15,2020-01-31,169 days
11046,D1,6,2009-01-31,2009-06-30,150 days
11046,D2,6,2009-07-31,2009-12-31,153 days
11046,D3,11,2023-06-30,2023-11-30,153 days
11046,Sin sequia,26,2003-01-31,2005-04-30,820 days
12001,D0,16,2021-09-30,2022-05-15,227 days
12001,D1,13,2016-11-15,2017-05-15,181 days
12001,D2,25,2020-06-15,2021-06-15,365 days
12001,Sin sequia,16,2009-11-30,2011-02-28,455 days
12002,D0,66,2016-07-31,2019-04-15,988 days
12002,D1,23,2020-06-15,2021-05-15,334 days
12002,D2,7,2003-01-31,2003-07-31,181 days
12002,Sin sequia,27,2011-07-31,2013-09-30,792 days
12003,D0,15,2014-09-30,2015-04-30,212 days
12003,D1,21,2016-07-15,2017-05-15,304 days
12003,D2,22,2020-07-31,2021-06-15,319 days
12003,D3,2,2023-07-15,2023-07-31,16 days
12003,Sin sequia,13,2010-02-28,2011-02-28,365 days
12004,D0,18,2022-05-15,2023-01-31,261 days
12004,D1,18,2016-08-15,2017-04-30,258 days
12004,D2,8,2020-06-15,2020-09-30,107 days
12004,Sin sequia,26,2003-10-31,2005-12-31,792 days
12005,D0,24,2019-05-31,2020-05-15,350 days
12005,D1,8,2023-06-30,2023-10-15,107 days
12005,D2,7,2003-01-31,2003-07-31,181 days
12005,Sin sequia,35,2011-07-31,2014-03-31,974 days
12006,D0,6,2005-01-31,2005-06-30,150 days
12006,D1,8,2023-02-15,2023-06-15,120 days
12006,D2,4,2023-06-30,2023-08-15,46 days
12006,Sin sequia,30,2011-09-30,2014-02-15,869 days
12007,D0,9,2008-11-30,2009-07-31,243 days
12007,D1,23,2020-06-30,2021-05-31,335 days
12007,D2,7,2023-06-30,2023-09-30,92 days
12007,Sin sequia,19,2012-07-31,2014-01-31,549 days
12008,D0,10,2018-12-15,2019-04-30,136 days
12008,D1,5,2023-06-30,2023-08-31,62 days
12008,D2,7,2003-01-31,2003-07-31,181 days
12008,Sin sequia,96,2012-03-31,2017-02-15,1782 days
12009,D0,22,2017-05-15,2018-03-31,320 days
12009,D1,22,2018-08-15,2019-06-30,319 days
12009,D2,8,2023-06-30,2023-10-15,107 days
12009,D3,19,2020-07-31,2021-04-30,273 days
12009,Sin sequia,25,2003-10-31,2005-11-30,761 days
12010,D0,30,2017-05-15,2018-07-31,442 days
12010,D1,19,2016-07-31,2017-04-30,273 days
12010,D2,23,2020-06-15,2021-05-15,334 days
12010,Sin sequia,25,2011-07-31,2013-07-31,731 days
12011,D0,16,2021-09-30,2022-05-15,227 days
12011,D1,12,2016-11-30,2017-05-15,166 days
12011,D2,24,2020-06-30,2021-06-15,350 days
12011,Sin sequia,14,2010-01-31,2011-02-28,393 days
12012,D0,14,2021-09-30,2022-04-15,197 days
12012,D1,13,2016-12-15,2017-06-15,182 days
12012,D2,6,2019-07-15,2019-09-30,77 days
12012,D3,12,2020-06-30,2020-12-15,168 days
12012,Sin sequia,18,2009-09-30,2011-02-28,516 days
12013,D0,17,2021-09-30,2022-05-31,243 days
12013,D1,13,2016-11-15,2017-05-15,181 days
12013,D2,20,2020-08-31,2021-06-15,288 days
12013,D3,4,2020-06-30,2020-08-15,46 days
12013,Sin sequia,18,2009-09-30,2011-02-28,516 days
12014,D0,4,2003-07-31,2003-11-30,122 days
12014,D1,8,2023-01-31,2023-05-31,120 days
12014,D2,12,2020-12-15,2021-05-31,167 days
12014,Sin sequia,16,2009-11-30,2011-02-28,455 days
12015,D0,9,2008-11-30,2009-07-31,243 days
12015,D1,10,2023-11-30,2024-04-15,137 days
12015,D2,10,2023-06-30,2023-11-15,138 days
12015,Sin sequia,59,2011-09-30,2015-04-30,1308 days
12016,D0,15,2016-10-31,2017-05-31,212 days
12016,D1,9,2019-05-15,2019-09-15,123 days
12016,D2,19,2020-06-15,2021-03-15,273 days
12016,D3,11,2023-04-30,2023-09-30,153 days
12016,Sin sequia,17,2011-07-31,2012-11-30,488 days
12017,D0,5,2009-03-31,2009-07-31,122 days
12017,D1,6,2008-02-29,2008-07-31,153 days
12017,D2,7,2023-06-30,2023-09-30,92 days
12017,Sin sequia,30,2011-09-30,2014-02-15,869 days
12018,D0,13,2016-10-15,2017-04-15,182 days
12018,D1,9,2023-12-31,2024-04-30,121 days
12018,D2,21,2020-08-15,2021-06-15,304 days
12018,D3,3,2020-06-30,2020-07-31,31 days
12018,Sin sequia,18,2009-09-30,2011-02-28,516 days
12019,D0,21,2020-05-31,2021-03-31,304 days
12019,D1,8,2023-06-30,2023-10-15,107 days
12019,D2,7,2003-01-31,2003-07-31,181 days
12019,Sin sequia,39,2012-03-31,2014-09-30,913 days
12020,D0,18,2015-07-31,2016-04-15,259 days
12020,D1,17,2019-03-15,2019-11-15,245 days
12020,D2,22,2020-06-15,2021-04-30,319 days
12020,Sin sequia,25,2003-10-31,2005-11-30,761 days
12021,D0,16,2021-09-30,2022-05-15,227 days
12021,D1,13,2016-11-15,2017-05-15,181 days
12021,D2,25,2020-06-15,2021-06-15,365 days
12021,Sin sequia,16,2009-11-30,2011-02-28,455 days
12022,D0,7,2009-07-31,2010-01-31,184 days
12022,D1,17,2016-09-15,2017-05-15,242 days
12022,D2,17,2020-07-31,2021-03-31,243 days
12022,D3,6,2023-07-15,2023-09-30,77 days
12022,Sin sequia,24,2011-07-31,2013-06-30,700 days
12023,D0,5,2008-02-29,2008-06-30,122 days
12023,D1,17,2020-09-30,2021-05-31,243 days
12023,D2,11,2016-11-30,2017-04-30,151 days
12023,D3,1,2023-09-30,2023-09-30,0 days
12023,Sin sequia,18,2009-09-30,2011-02-28,516 days
12024,D0,20,2020-07-31,2021-05-15,288 days
12024,D1,4,2020-05-31,2020-07-15,45 days
12024,D2,7,2003-01-31,2003-07-31,181 days
12024,Sin sequia,35,2011-07-31,2014-03-31,974 days
12025,D0,10,2022-12-31,2023-05-31,151 days
12025,D1,9,2023-12-31,2024-04-30,121 days
12025,D2,20,2020-08-31,2021-06-15,288 days
12025,D3,4,2020-06-30,2020-08-15,46 days
12025,Sin sequia,18,2009-09-30,2011-02-28,516 days
12026,D0,7,2009-01-31,2009-07-31,181 days
12026,D1,5,2003-01-31,2003-05-31,120 days
12026,D2,7,2023-06-30,2023-09-30,92 days
12026,Sin sequia,30,2011-09-30,2014-02-15,869 days
12027,D0,12,2008-08-31,2009-07-31,334 days
12027,D1,20,2020-06-30,2021-04-15,289 days
12027,D2,8,2024-01-15,2024-04-30,106 days
12027,D3,6,2023-07-15,2023-09-30,77 days
12027,Sin sequia,15,2003-06-30,2004-10-31,489 days
12028,D0,29,2017-05-31,2018-07-31,426 days
12028,D1,19,2016-08-15,2017-05-15,273 days
12028,D2,23,2020-06-15,2021-05-15,334 days
12028,Sin sequia,25,2003-10-31,2005-11-30,761 days
12029,D0,9,2013-07-31,2014-02-28,212 days
12029,D1,15,2015-08-31,2016-03-31,213 days
12029,D2,25,2020-06-15,2021-06-15,365 days
12029,Sin sequia,13,2003-06-30,2004-08-31,428 days
12030,D0,12,2016-10-31,2017-04-15,166 days
12030,D1,16,2020-08-31,2021-04-15,227 days
12030,D2,4,2021-04-30,2021-06-15,46 days
12030,D3,2,2020-07-15,2020-07-31,16 days
12030,Sin sequia,18,2009-09-30,2011-02-28,516 days
12031,D0,9,2008-11-30,2009-07-31,243 days
12031,D1,5,2011-04-30,2011-08-31,123 days
12031,D2,7,2023-06-30,2023-09-30,92 days
12031,Sin sequia,20,2011-09-30,2013-04-30,578 days
12032,D0,9,2004-10-31,2005-06-30,242 days
12032,D1,14,2016-10-31,2017-05-15,196 days
12032,D2,20,2020-08-15,2021-05-31,289 days
12032,Sin sequia,21,2012-06-30,2014-02-15,595 days
12033,D0,18,2020-07-31,2021-04-15,258 days
12033,D1,8,2023-06-30,2023-10-15,107 days
12033,D2,3,2019-05-15,2019-06-15,31 days
12033,D3,7,2003-01-31,2003-07-31,181 days
12033,Sin sequia,32,2008-07-31,2011-02-28,942 days
12034,D0,10,2019-05-31,2019-10-15,137 days
12034,D1,10,2023-11-30,2024-04-15,137 days
12034,D2,7,2003-01-31,2003-07-31,181 days
12034,Sin sequia,59,2011-09-30,2015-04-30,1308 days
12035,D0,7,2009-01-31,2009-07-31,181 days
12035,D1,8,2003-01-31,2003-09-30,242 days
12035,D2,7,2023-06-30,2023-09-30,92 days
12035,Sin sequia,64,2011-09-30,2015-07-15,1384 days
12036,D0,18,2021-09-15,2022-05-31,258 days
12036,D1,17,2015-07-31,2016-03-31,244 days
12036,D2,20,2020-08-31,2021-06-15,288 days
12036,D3,4,2020-06-30,2020-08-15,46 days
12036,Sin sequia,18,2009-09-30,2011-02-28,516 days
12037,D0,9,2008-11-30,2009-07-31,243 days
12037,D1,5,2011-04-30,2011-08-31,123 days
12037,D2,7,2023-06-30,2023-09-30,92 days
12037,Sin sequia,32,2011-09-30,2014-03-15,897 days
12038,D0,15,2016-10-31,2017-05-31,212 days
12038,D1,7,2004-11-30,2005-05-31,182 days
12038,D2,14,2023-01-31,2023-08-31,212 days
12038,D3,5,2021-03-31,2021-05-31,61 days
12038,Sin sequia,23,2011-07-31,2013-05-31,670 days
12039,D0,14,2021-09-30,2022-04-15,197 days
12039,D1,10,2015-07-15,2015-11-30,138 days
12039,D2,25,2020-06-15,2021-06-15,365 days
12039,Sin sequia,16,2009-11-30,2011-02-28,455 days
12040,D0,18,2015-07-31,2016-04-15,259 days
12040,D1,14,2016-10-31,2017-05-15,196 days
12040,D2,15,2020-10-15,2021-05-15,212 days
12040,Sin sequia,31,2011-07-31,2014-01-31,915 days
12041,D0,20,2017-06-15,2018-03-31,289 days
12041,D1,22,2018-08-15,2019-06-30,319 days
12041,D2,7,2019-07-15,2019-10-15,92 days
12041,D3,23,2020-06-30,2021-05-31,335 days
12041,Sin sequia,25,2003-10-31,2005-11-30,761 days
12042,D0,25,2016-09-30,2017-09-30,365 days
12042,D1,7,2003-01-31,2003-07-31,181 days
12042,D2,2,2023-06-30,2023-07-15,15 days
12042,Sin sequia,30,2011-09-30,2014-02-15,869 days
12043,D0,21,2017-05-31,2018-03-31,304 days
12043,D1,22,2018-08-15,2019-06-30,319 days
12043,D2,9,2023-12-31,2024-04-30,121 days
12043,D3,21,2020-06-30,2021-04-30,304 days
12043,Sin sequia,25,2003-10-31,2005-11-30,761 days
12044,D0,13,2013-07-31,2014-04-30,273 days
12044,D1,15,2015-08-31,2016-03-31,213 days
12044,D2,25,2020-06-15,2021-06-15,365 days
12044,Sin sequia,17,2011-06-30,2012-10-31,489 days
12045,D0,21,2020-07-15,2021-05-15,304 days
12045,D1,7,2023-07-15,2023-10-15,92 days
12045,D2,7,2003-01-31,2003-07-31,181 days
12045,Sin sequia,32,2008-07-31,2011-02-28,942 days
12046,D0,15,2022-02-15,2022-09-15,212 days
12046,D1,15,2015-09-30,2016-04-30,213 days
12046,D2,11,2016-11-30,2017-04-30,151 days
12046,D3,1,2020-06-30,2020-06-30,0 days
12046,Sin sequia,18,2009-09-30,2011-02-28,516 days
12047,D0,9,2008-11-30,2009-07-31,243 days
12047,D1,5,2009-08-31,2009-12-31,122 days
12047,D2,8,2023-06-30,2023-10-15,107 days
12047,Sin sequia,59,2015-09-30,2018-02-28,882 days
12048,D0,10,2015-07-15,2015-11-30,138 days
12048,D1,6,2004-11-30,2005-04-30,151 days
12048,D2,17,2020-07-15,2021-03-15,243 days
12048,D3,5,2021-03-31,2021-05-31,61 days
12048,Sin sequia,24,2011-06-30,2013-05-31,701 days
12049,D0,9,2008-11-30,2009-07-31,243 days
12049,D1,6,2009-08-31,2010-01-31,153 days
12049,D2,10,2023-06-30,2023-11-15,138 days
12049,Sin sequia,28,2012-02-29,2014-03-31,761 days
12050,D0,12,2008-08-31,2009-07-31,334 days
12050,D1,13,2020-10-15,2021-04-15,182 days
12050,D2,4,2015-08-31,2015-10-15,45 days
12050,D3,2,2023-07-15,2023-07-31,16 days
12050,Sin sequia,15,2003-06-30,2004-10-31,489 days
12051,D0,21,2017-05-31,2018-03-31,304 days
12051,D1,18,2015-07-15,2016-03-31,260 days
12051,D2,25,2020-06-15,2021-06-15,365 days
12051,Sin sequia,25,2003-10-31,2005-11-30,761 days
12052,D0,12,2017-10-15,2018-03-31,167 days
12052,D1,22,2018-08-15,2019-06-30,319 days
12052,D2,7,2019-07-15,2019-10-15,92 days
12052,D3,23,2020-06-30,2021-05-31,335 days
12052,Sin sequia,18,2009-09-30,2011-02-28,516 days
12053,D0,22,2016-10-15,2017-08-31,320 days
12053,D1,4,2008-02-29,2008-05-31,92 days
