cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
20370,D0,20,2017-06-30,2018-04-15,289 days
20370,D1,17,2016-08-15,2017-04-15,243 days
20370,D2,3,2022-07-31,2022-08-31,31 days
20370,Sin sequia,25,2011-07-31,2013-07-31,731 days
20371,D0,17,2017-11-30,2018-07-31,243 days
20371,D1,20,2016-07-31,2017-05-15,288 days
20371,D2,11,2022-11-30,2023-05-15,166 days
20371,D3,4,2023-10-15,2023-11-30,46 days
20371,Sin sequia,26,2011-06-30,2013-07-31,762 days
20372,D0,27,2017-06-30,2018-07-31,396 days
20372,D1,22,2018-11-30,2019-10-15,319 days
20372,D2,19,2022-07-31,2023-05-15,288 days
20372,D3,15,2023-09-30,2024-04-30,213 days
20372,Sin sequia,18,2009-09-30,2011-02-28,516 days
20373,D0,34,2017-01-15,2018-05-31,501 days
20373,D1,4,2011-03-31,2011-06-30,91 days
20373,D2,7,2003-01-31,2003-07-31,181 days
20373,Sin sequia,26,2003-10-31,2005-12-31,792 days
20374,D0,10,2009-09-30,2010-06-30,273 days
20374,D1,7,2003-01-31,2003-07-31,181 days
20374,Sin sequia,69,2011-09-30,2015-09-30,1461 days
20375,D0,9,2016-12-15,2017-04-15,121 days
20375,D1,4,2023-09-30,2023-11-15,46 days
20375,Sin sequia,99,2011-07-31,2016-11-30,1949 days
20376,D0,23,2022-05-31,2023-05-15,349 days
20376,D1,10,2018-12-15,2019-04-30,136 days
20376,D2,7,2003-01-31,2003-07-31,181 days
20376,Sin sequia,35,2011-07-31,2014-03-31,974 days
20377,D0,17,2017-07-31,2018-03-31,243 days
20377,D1,22,2015-09-15,2016-07-31,320 days
20377,D2,17,2020-05-31,2021-01-31,245 days
20377,D3,15,2023-09-30,2024-04-30,213 days
20377,Sin sequia,18,2009-09-30,2011-02-28,516 days
20378,D0,17,2016-08-15,2017-04-15,243 days
20378,D1,8,2023-01-15,2023-05-15,120 days
20378,D2,11,2023-09-30,2024-02-29,152 days
20378,Sin sequia,92,2011-06-30,2016-07-31,1858 days
20379,D0,27,2017-06-30,2018-07-31,396 days
20379,D1,22,2018-11-30,2019-10-15,319 days
20379,D2,15,2022-07-31,2023-02-28,212 days
20379,D3,3,2023-10-15,2023-11-15,31 days
20379,Sin sequia,18,2009-09-30,2011-02-28,516 days
20380,D0,8,2004-10-31,2005-05-31,212 days
20380,D1,3,2023-10-15,2023-11-15,31 days
20380,Sin sequia,138,2011-06-30,2018-06-30,2557 days
20381,D0,11,2022-11-30,2023-05-15,166 days
20381,D1,10,2018-12-15,2019-04-30,136 days
20381,D2,3,2019-05-15,2019-06-15,31 days
20381,D3,7,2003-01-31,2003-07-31,181 days
20381,Sin sequia,35,2011-07-31,2014-03-31,974 days
20382,D0,27,2017-06-30,2018-07-31,396 days
20382,D1,20,2016-07-31,2017-05-15,288 days
20382,D2,11,2022-11-30,2023-05-15,166 days
20382,D3,10,2023-10-15,2024-02-29,137 days
20382,Sin sequia,26,2011-06-30,2013-07-31,762 days
20383,D0,20,2017-06-30,2018-04-15,289 days
20383,D1,15,2020-06-15,2021-01-15,214 days
20383,D2,3,2022-07-31,2022-08-31,31 days
20383,Sin sequia,25,2011-07-31,2013-07-31,731 days
20384,D0,10,2022-12-15,2023-05-15,151 days
20384,D1,3,2021-12-31,2022-01-31,31 days
20384,D2,8,2023-11-15,2024-02-29,106 days
20384,D3,1,2023-10-31,2023-10-31,0 days
20384,Sin sequia,62,2014-05-15,2016-11-30,930 days
20385,D0,10,2022-04-15,2022-08-31,138 days
20385,D1,3,2023-10-31,2023-11-30,30 days
20385,D2,1,2023-10-15,2023-10-15,0 days
20385,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20386,D0,17,2017-07-31,2018-03-31,243 days
20386,D1,21,2016-07-31,2017-05-31,304 days
20386,D2,13,2022-11-30,2023-06-15,197 days
20386,D3,15,2023-09-30,2024-04-30,213 days
20386,Sin sequia,18,2009-09-30,2011-02-28,516 days
20387,D0,11,2019-05-15,2019-10-15,153 days
20387,D1,6,2023-12-15,2024-02-29,76 days
20387,D2,5,2023-09-30,2023-11-30,61 days
20387,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20388,D0,11,2022-04-15,2022-09-15,153 days
20388,D1,7,2023-11-30,2024-02-29,91 days
20388,D2,4,2023-09-30,2023-11-15,46 days
20388,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20389,D0,9,2016-12-15,2017-04-15,121 days
20389,D1,7,2023-11-30,2024-02-29,91 days
20389,D2,4,2023-09-30,2023-11-15,46 days
20389,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20390,D0,9,2016-12-15,2017-04-15,121 days
20390,D1,4,2023-09-30,2023-11-15,46 days
20390,Sin sequia,99,2011-07-31,2016-11-30,1949 days
20391,D0,15,2016-07-15,2017-02-15,215 days
20391,D1,6,2017-02-28,2017-05-15,76 days
20391,D2,11,2023-11-30,2024-04-30,152 days
20391,D3,2,2023-10-31,2023-11-15,15 days
20391,Sin sequia,27,2011-04-30,2013-06-30,792 days
20392,D0,19,2017-06-30,2018-03-31,274 days
20392,D1,22,2015-09-15,2016-07-31,320 days
20392,D2,19,2022-07-31,2023-05-15,288 days
20392,D3,15,2023-09-30,2024-04-30,213 days
20392,Sin sequia,18,2009-09-30,2011-02-28,516 days
20393,D0,9,2016-12-15,2017-04-15,121 days
20393,D1,9,2023-10-31,2024-02-29,121 days
20393,D2,2,2023-09-30,2023-10-15,15 days
20393,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20394,D0,8,2009-11-30,2010-06-30,212 days
20394,D1,6,2004-09-30,2005-02-28,151 days
20394,Sin sequia,91,2014-09-30,2018-06-30,1369 days
20395,D0,21,2015-06-15,2016-04-15,305 days
20395,D1,16,2016-09-30,2017-05-15,227 days
20395,Sin sequia,23,2011-07-31,2013-05-31,670 days
20396,D0,17,2015-08-15,2016-04-15,244 days
20396,D1,7,2003-01-31,2003-07-31,181 days
20396,D2,1,2016-09-15,2016-09-15,0 days
20396,Sin sequia,65,2011-09-30,2015-07-31,1400 days
20397,D0,27,2017-06-30,2018-07-31,396 days
20397,D1,22,2018-11-30,2019-10-15,319 days
20397,D2,15,2022-07-31,2023-02-28,212 days
20397,D3,3,2023-10-15,2023-11-15,31 days
20397,Sin sequia,26,2011-06-30,2013-07-31,762 days
20398,D0,18,2016-08-15,2017-04-30,258 days
20398,D1,7,2020-05-31,2020-08-31,92 days
20398,D2,7,2023-11-30,2024-02-29,91 days
20398,D3,2,2023-10-31,2023-11-15,15 days
20398,Sin sequia,94,2011-04-30,2016-07-31,1919 days
20399,D0,7,2003-01-31,2003-07-31,181 days
20399,D1,3,2023-10-31,2023-11-30,30 days
20399,D2,1,2023-10-15,2023-10-15,0 days
20399,Sin sequia,99,2011-07-31,2016-11-30,1949 days
20400,D0,13,2020-05-31,2020-11-30,183 days
20400,D1,8,2024-01-15,2024-04-30,106 days
20400,D2,3,2023-10-15,2023-11-15,31 days
20400,D3,7,2003-01-31,2003-07-31,181 days
20400,Sin sequia,94,2012-03-31,2017-01-15,1751 days
20401,D0,17,2015-06-30,2016-02-29,244 days
20401,D1,6,2017-02-28,2017-05-15,76 days
20401,D2,8,2024-01-15,2024-04-30,106 days
20401,D3,4,2023-09-30,2023-11-15,46 days
20401,Sin sequia,16,2008-04-30,2009-07-31,457 days
20402,D0,14,2022-06-30,2023-01-15,199 days
20402,D1,15,2015-09-30,2016-04-30,213 days
20402,D2,11,2016-11-30,2017-04-30,151 days
20402,D3,1,2023-09-30,2023-09-30,0 days
20402,Sin sequia,18,2009-09-30,2011-02-28,516 days
20403,D0,9,2016-12-15,2017-04-15,121 days
20403,D1,3,2023-10-31,2023-11-30,30 days
20403,D2,1,2023-10-15,2023-10-15,0 days
20403,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20404,D0,19,2015-07-15,2016-04-15,275 days
20404,D1,7,2003-01-31,2003-07-31,181 days
20404,D2,1,2023-10-15,2023-10-15,0 days
20404,Sin sequia,41,2013-07-31,2015-06-30,699 days
20405,D0,19,2017-06-15,2018-03-15,273 days
20405,D1,13,2020-07-15,2021-01-15,184 days
20405,D2,7,2003-01-31,2003-07-31,181 days
20405,Sin sequia,36,2011-07-31,2014-04-15,989 days
20406,D0,10,2004-08-31,2005-05-31,273 days
20406,D1,14,2009-04-30,2010-05-31,396 days
20406,Sin sequia,30,2011-09-30,2014-02-15,869 days
20407,D0,21,2017-08-15,2018-06-15,304 days
20407,D1,10,2022-08-31,2023-01-15,137 days
20407,D2,11,2019-12-15,2020-05-15,152 days
20407,D3,13,2023-10-31,2024-04-30,182 days
20407,D4,6,2019-07-31,2019-10-15,76 days
20407,Sin sequia,26,2007-10-31,2009-11-30,761 days
20408,D0,20,2017-06-30,2018-04-15,289 days
20408,D1,15,2020-06-15,2021-01-15,214 days
20408,D2,5,2024-02-29,2024-04-30,61 days
20408,Sin sequia,25,2011-07-31,2013-07-31,731 days
20409,D0,9,2016-12-15,2017-04-15,121 days
20409,D1,4,2023-09-30,2023-11-15,46 days
20409,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20410,D0,25,2018-05-15,2019-05-15,365 days
20410,D1,9,2015-10-31,2016-02-29,121 days
20410,D2,15,2023-09-30,2024-04-30,213 days
20410,Sin sequia,25,2011-04-30,2013-04-30,731 days
20411,D0,8,2004-10-31,2005-05-31,212 days
20411,D1,3,2023-10-15,2023-11-15,31 days
20411,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20412,D0,21,2014-09-15,2015-07-15,303 days
20412,D1,7,2004-09-30,2005-03-31,182 days
20412,D2,15,2023-09-30,2024-04-30,213 days
20412,D3,5,2019-07-31,2019-09-30,61 days
20412,Sin sequia,29,2010-07-31,2012-11-30,853 days
20413,D0,15,2016-07-15,2017-02-15,215 days
20413,D1,6,2017-02-28,2017-05-15,76 days
20413,D2,11,2023-11-30,2024-04-30,152 days
20413,D3,2,2023-10-31,2023-11-15,15 days
20413,Sin sequia,16,2008-04-30,2009-07-31,457 days
20414,D0,6,2003-09-30,2004-03-31,183 days
20414,D1,19,2022-08-15,2023-05-31,289 days
20414,D2,21,2020-08-15,2021-06-15,304 days
20414,D3,15,2023-09-30,2024-04-30,213 days
20414,Sin sequia,18,2009-09-30,2011-02-28,516 days
20415,D0,25,2021-07-31,2022-07-31,365 days
20415,D1,17,2015-08-31,2016-04-30,243 days
20415,D2,12,2020-08-15,2021-01-31,169 days
20415,D3,15,2023-09-30,2024-04-30,213 days
20415,Sin sequia,18,2009-09-30,2011-02-28,516 days
20416,D0,20,2015-06-30,2016-04-15,290 days
20416,D1,7,2003-01-31,2003-07-31,181 days
20416,Sin sequia,38,2013-09-30,2015-06-15,623 days
20417,D0,12,2014-10-31,2015-04-15,166 days
20417,D1,11,2009-08-31,2010-06-30,303 days
20417,D2,2,2008-05-31,2008-06-30,30 days
20417,D3,1,2016-07-31,2016-07-31,0 days
20417,Sin sequia,32,2011-09-30,2014-03-15,897 days
20418,D0,8,2009-11-30,2010-06-30,212 days
20418,D1,6,2004-09-30,2005-02-28,151 days
20418,D2,15,2023-09-30,2024-04-30,213 days
20418,D3,9,2017-01-15,2017-05-15,120 days
20418,Sin sequia,21,2011-04-30,2012-12-31,611 days
20419,D0,9,2004-09-30,2005-05-31,243 days
20419,D1,4,2016-10-15,2016-11-30,46 days
20419,Sin sequia,66,2011-07-31,2015-07-15,1445 days
20420,D0,21,2017-09-30,2018-07-31,304 days
20420,D1,13,2016-10-15,2017-04-15,182 days
20420,D2,13,2020-06-30,2020-12-31,184 days
20420,D3,10,2023-10-15,2024-02-29,137 days
20420,Sin sequia,68,2011-05-31,2015-07-15,1506 days
20421,D0,8,2009-11-30,2010-06-30,212 days
20421,D1,5,2004-11-30,2005-03-31,121 days
20421,D2,9,2023-12-31,2024-04-30,121 days
20421,D3,9,2017-01-15,2017-05-15,120 days
20421,Sin sequia,20,2011-04-30,2012-11-30,580 days
20422,D0,32,2016-06-30,2017-10-15,472 days
20422,D1,7,2003-01-31,2003-07-31,181 days
20422,D2,1,2023-10-15,2023-10-15,0 days
20422,Sin sequia,41,2013-07-31,2015-06-30,699 days
20423,D0,19,2015-07-31,2016-04-30,274 days
20423,D1,13,2020-06-30,2020-12-31,184 days
20423,D2,3,2023-10-15,2023-11-15,31 days
20423,Sin sequia,66,2011-07-31,2015-07-15,1445 days
20424,D0,15,2016-07-15,2017-02-15,215 days
20424,D1,6,2017-02-28,2017-05-15,76 days
20424,D2,11,2023-11-30,2024-04-30,152 days
20424,D3,2,2023-10-31,2023-11-15,15 days
20424,Sin sequia,16,2008-04-30,2009-07-31,457 days
20425,D0,10,2009-09-30,2010-06-30,273 days
20425,D1,7,2003-01-31,2003-07-31,181 days
20425,D2,6,2016-09-15,2016-11-30,76 days
20425,D3,3,2016-07-31,2016-08-31,31 days
20425,Sin sequia,69,2019-05-31,2022-03-31,1035 days
20426,D0,17,2016-09-15,2017-05-15,242 days
20426,D1,8,2023-01-15,2023-05-15,120 days
20426,D2,5,2023-09-30,2023-11-30,61 days
20426,Sin sequia,72,2011-06-30,2015-09-30,1553 days
20427,D0,15,2014-12-15,2015-07-15,212 days
20427,D1,14,2020-11-15,2021-05-31,197 days
20427,D2,8,2020-07-15,2020-10-31,108 days
20427,D3,13,2023-10-31,2024-04-30,182 days
20427,Sin sequia,28,2007-08-31,2009-11-30,822 days
20428,D0,7,2004-11-30,2005-05-31,182 days
20428,D1,6,2017-02-28,2017-05-15,76 days
20428,D2,15,2023-09-30,2024-04-30,213 days
20428,Sin sequia,25,2011-04-30,2013-04-30,731 days
20429,D0,21,2017-09-30,2018-07-31,304 days
20429,D1,15,2016-10-15,2017-05-15,212 days
20429,D2,15,2020-05-31,2020-12-31,214 days
20429,D3,10,2023-10-15,2024-02-29,137 days
20429,Sin sequia,39,2011-04-30,2014-04-15,1081 days
20430,D0,18,2015-06-15,2016-02-29,259 days
20430,D1,17,2016-08-15,2017-04-15,243 days
20430,D2,7,2022-11-30,2023-02-28,90 days
20430,Sin sequia,37,2011-06-30,2014-04-15,1020 days
20431,D0,22,2015-06-30,2016-05-15,320 days
20431,D1,7,2003-01-31,2003-07-31,181 days
20431,D2,4,2016-07-31,2016-09-15,46 days
20431,Sin sequia,38,2013-09-30,2015-06-15,623 days
20432,D0,8,2009-11-30,2010-06-30,212 days
20432,D1,2,2008-05-31,2008-06-30,30 days
20432,Sin sequia,66,2011-07-31,2015-07-15,1445 days
20433,D0,15,2015-06-30,2016-01-31,215 days
20433,D1,15,2016-10-15,2017-05-15,212 days
20433,D2,12,2022-12-15,2023-06-15,182 days
20433,D3,4,2023-09-30,2023-11-15,46 days
20433,Sin sequia,18,2009-09-30,2011-02-28,516 days
20434,D0,10,2009-09-30,2010-06-30,273 days
20434,D1,7,2003-01-31,2003-07-31,181 days
20434,Sin sequia,71,2011-09-30,2015-10-31,1492 days
20435,D0,10,2019-05-15,2019-09-30,138 days
20435,D1,5,2004-09-30,2005-01-31,123 days
20435,Sin sequia,138,2011-06-30,2018-06-30,2557 days
20436,D0,15,2014-09-15,2015-04-15,212 days
20436,D1,7,2003-01-31,2003-07-31,181 days
20436,D2,10,2016-07-31,2016-12-15,137 days
20436,Sin sequia,23,2011-07-31,2013-05-31,670 days
20437,D0,5,2010-02-28,2010-06-30,122 days
20437,D1,2,2004-09-30,2004-10-31,31 days
20437,Sin sequia,137,2011-07-31,2018-06-30,2526 days
20438,D0,9,2004-09-30,2005-05-31,243 days
20438,D1,7,2003-01-31,2003-07-31,181 days
20438,D2,3,2016-08-15,2016-09-15,31 days
20438,D3,1,2016-07-31,2016-07-31,0 days
20438,Sin sequia,128,2016-12-15,2022-03-31,1932 days
20439,D0,17,2015-06-30,2016-02-29,244 days
20439,D1,6,2017-02-28,2017-05-15,76 days
20439,D2,8,2024-01-15,2024-04-30,106 days
20439,D3,4,2023-09-30,2023-11-15,46 days
20439,Sin sequia,16,2008-04-30,2009-07-31,457 days
20440,D0,18,2018-09-15,2019-05-31,258 days
20440,D1,12,2015-10-31,2016-04-15,167 days
20440,D2,15,2023-09-30,2024-04-30,213 days
20440,Sin sequia,21,2011-04-30,2012-12-31,611 days
20441,D0,14,2018-03-31,2018-10-15,198 days
20441,D1,4,2005-01-31,2005-04-30,89 days
20441,D2,7,2024-01-31,2024-04-30,90 days
20441,D3,8,2015-12-15,2016-03-31,107 days
20441,Sin sequia,29,2010-07-31,2012-11-30,853 days
20442,D0,7,2003-01-31,2003-07-31,181 days
20442,D1,1,2005-01-31,2005-01-31,0 days
20442,Sin sequia,89,2011-07-31,2016-06-30,1796 days
20443,D0,9,2004-09-30,2005-05-31,243 days
20443,Sin sequia,89,2011-07-31,2016-06-30,1796 days
20444,D0,25,2017-07-31,2018-07-31,365 days
20444,D1,20,2016-07-31,2017-05-15,288 days
20444,D2,13,2020-06-30,2020-12-31,184 days
20444,D3,10,2023-10-15,2024-02-29,137 days
20444,Sin sequia,26,2011-06-30,2013-07-31,762 days
20445,D0,17,2017-11-30,2018-07-31,243 days
20445,D1,19,2016-07-31,2017-04-30,273 days
20445,D2,11,2022-11-30,2023-05-15,166 days
20445,D3,4,2023-10-15,2023-11-30,46 days
20445,Sin sequia,26,2011-06-30,2013-07-31,762 days
20446,D0,19,2017-06-30,2018-03-31,274 days
20446,D1,22,2015-09-15,2016-07-31,320 days
20446,D2,19,2022-07-31,2023-05-15,288 days
20446,D3,4,2023-09-30,2023-11-15,46 days
20446,Sin sequia,18,2009-09-30,2011-02-28,516 days
20447,D0,8,2003-01-31,2003-09-30,242 days
20447,D1,23,2015-08-31,2016-07-31,335 days
20447,D2,15,2020-06-15,2021-01-15,214 days
20447,D3,15,2023-09-30,2024-04-30,213 days
20447,Sin sequia,18,2009-09-30,2011-02-28,516 days
20448,D0,17,2017-07-31,2018-03-31,243 days
20448,D1,21,2016-07-31,2017-05-31,304 days
20448,D2,13,2022-11-30,2023-06-15,197 days
20448,D3,15,2023-09-30,2024-04-30,213 days
20448,Sin sequia,18,2009-09-30,2011-02-28,516 days
20449,D0,7,2004-11-30,2005-05-31,182 days
20449,D1,5,2024-02-29,2024-04-30,61 days
20449,D2,4,2023-09-30,2023-11-15,46 days
20449,Sin sequia,89,2011-04-30,2016-05-15,1842 days
20450,D0,17,2017-07-31,2018-03-31,243 days
20450,D1,21,2016-07-31,2017-05-31,304 days
20450,D2,13,2022-11-30,2023-06-15,197 days
20450,D3,15,2023-09-30,2024-04-30,213 days
20450,Sin sequia,18,2009-09-30,2011-02-28,516 days
20451,D0,20,2015-06-30,2016-04-15,290 days
20451,D1,14,2016-09-30,2017-04-15,197 days
20451,Sin sequia,23,2011-07-31,2013-05-31,670 days
20452,D0,9,2016-12-15,2017-04-15,121 days
20452,D1,7,2023-11-30,2024-02-29,91 days
20452,D2,4,2023-09-30,2023-11-15,46 days
20452,Sin sequia,100,2011-06-30,2016-11-30,1980 days
20453,D0,8,2004-10-31,2005-05-31,212 days
20453,D1,10,2016-12-31,2017-05-15,135 days
20453,D2,7,2024-01-31,2024-04-30,90 days
20453,Sin sequia,16,2008-04-30,2009-07-31,457 days
20454,D0,8,2009-11-30,2010-06-30,212 days
20454,D1,6,2004-09-30,2005-02-28,151 days
20454,Sin sequia,137,2011-07-31,2018-06-30,2526 days
20455,D0,9,2020-05-15,2020-09-15,123 days
20455,D1,10,2018-12-15,2019-04-30,136 days
20455,D2,3,2019-05-15,2019-06-15,31 days
20455,D3,7,2003-01-31,2003-07-31,181 days
20455,Sin sequia,32,2008-07-31,2011-02-28,942 days
20456,D0,15,2020-09-30,2021-04-30,212 days
20456,D1,7,2024-01-31,2024-04-30,90 days
20456,D2,3,2019-05-15,2019-06-15,31 days
20456,D3,7,2003-01-31,2003-07-31,181 days
20456,Sin sequia,35,2011-07-31,2014-03-31,974 days
20457,D0,7,2003-01-31,2003-07-31,181 days
20457,D1,4,2016-07-15,2016-08-31,47 days
20457,D2,1,2008-05-31,2008-05-31,0 days
20457,Sin sequia,66,2011-07-31,2015-07-15,1445 days
20458,D0,8,2009-09-30,2010-04-30,212 days
20458,D1,4,2016-10-15,2016-11-30,46 days
20458,D2,3,2016-07-31,2016-08-31,31 days
20458,Sin sequia,66,2011-07-31,2015-07-15,1445 days
20459,D0,34,2017-01-15,2018-05-31,501 days
20459,D1,11,2022-11-30,2023-05-15,166 days
20459,D2,7,2003-01-31,2003-07-31,181 days
20459,Sin sequia,77,2013-07-31,2016-12-31,1249 days
20460,D0,7,2003-01-31,2003-07-31,181 days
20460,D1,3,2018-07-15,2018-08-15,31 days
20460,D2,5,2019-07-31,2019-09-30,61 days
20460,Sin sequia,88,2011-07-31,2016-06-15,1781 days
20461,D0,19,2022-05-15,2023-02-15,276 days
20461,D1,18,2018-08-15,2019-04-30,258 days
20461,D2,7,2003-01-31,2003-07-31,181 days
20461,Sin sequia,26,2003-10-31,2005-12-31,792 days
20462,D0,19,2020-07-31,2021-04-30,273 days
20462,D1,7,2024-01-31,2024-04-30,90 days
20462,D2,3,2023-10-15,2023-11-15,31 days
20462,D3,7,2003-01-31,2003-07-31,181 days
20462,Sin sequia,35,2011-07-31,2014-03-31,974 days
20463,D0,7,2003-01-31,2003-07-31,181 days
20463,D1,16,2016-09-30,2017-05-15,227 days
20463,Sin sequia,42,2013-07-31,2015-07-15,714 days
20464,D0,30,2016-06-30,2017-09-15,442 days
20464,D1,8,2024-01-15,2024-04-30,106 days
20464,D2,7,2003-01-31,2003-07-31,181 days
20464,Sin sequia,41,2013-07-31,2015-06-30,699 days
20465,D0,15,2021-10-15,2022-05-15,212 days
20465,D1,13,2016-11-15,2017-05-15,181 days
20465,D2,8,2024-01-15,2024-04-30,106 days
20465,Sin sequia,25,2007-07-31,2009-07-31,731 days
20466,D0,17,2017-07-31,2018-03-31,243 days
20466,D1,17,2015-08-31,2016-04-30,243 days
20466,D2,18,2022-12-15,2023-09-15,274 days
20466,D3,15,2023-09-30,2024-04-30,213 days
20466,Sin sequia,18,2009-09-30,2011-02-28,516 days
20467,D0,6,2003-09-30,2004-03-31,183 days
20467,D1,16,2015-08-31,2016-04-15,228 days
20467,D2,20,2020-08-31,2021-06-15,288 days
20467,D3,15,2023-09-30,2024-04-30,213 days
20467,Sin sequia,18,2009-09-30,2011-02-28,516 days
20468,D0,7,2003-01-31,2003-07-31,181 days
20468,D1,7,2016-05-31,2016-08-31,92 days
20468,D2,2,2008-05-31,2008-06-30,30 days
20468,Sin sequia,64,2011-09-30,2015-07-15,1384 days
20469,D0,19,2017-06-30,2018-03-31,274 days
20469,D1,29,2018-08-15,2019-10-15,426 days
20469,D2,19,2022-07-31,2023-05-15,288 days
20469,D3,4,2023-09-30,2023-11-15,46 days
20469,Sin sequia,25,2003-10-31,2005-11-30,761 days
20470,D0,7,2009-12-31,2010-06-30,181 days
20470,D1,13,2020-01-31,2020-07-31,182 days
20470,D2,15,2023-09-30,2024-04-30,213 days
20470,D3,2,2016-03-15,2016-03-31,16 days
20470,Sin sequia,30,2010-07-31,2012-12-31,884 days
20471,D0,8,2009-11-30,2010-06-30,212 days
20471,D1,2,2016-08-15,2016-08-31,16 days
20471,D2,1,2008-05-31,2008-05-31,0 days
20471,Sin sequia,66,2011-07-31,2015-07-15,1445 days
20472,D0,8,2009-11-30,2010-06-30,212 days
20472,D1,8,2004-09-30,2005-04-30,212 days
20472,D2,15,2023-09-30,2024-04-30,213 days
20472,D3,9,2017-01-15,2017-05-15,120 days
20472,Sin sequia,29,2010-07-31,2012-11-30,853 days
20473,D0,4,2003-04-30,2003-07-31,92 days
20473,D1,1,2005-01-31,2005-01-31,0 days
20473,Sin sequia,89,2011-07-31,2016-06-30,1796 days
20474,D0,18,2022-04-30,2023-01-15,260 days
20474,D1,17,2015-08-31,2016-04-30,243 days
20474,D2,11,2016-11-30,2017-04-30,151 days
20474,D3,1,2023-09-30,2023-09-30,0 days
20474,Sin sequia,18,2009-09-30,2011-02-28,516 days
20475,D0,8,2004-10-31,2005-05-31,212 days
20475,D1,4,2023-09-30,2023-11-15,46 days
20475,Sin sequia,140,2011-06-30,2018-07-31,2588 days
20476,D0,15,2017-01-31,2017-08-31,212 days
20476,D1,4,2011-03-31,2011-06-30,91 days
20476,D2,3,2023-10-15,2023-11-15,31 days
20476,D3,7,2003-01-31,2003-07-31,181 days
20476,Sin sequia,78,2013-07-31,2017-01-15,1264 days
20477,D0,18,2015-04-15,2015-12-31,260 days
20477,D1,21,2016-07-31,2017-05-31,304 days
20477,D2,13,2022-11-30,2023-06-15,197 days
20477,D3,11,2023-09-30,2024-02-29,152 days
20477,Sin sequia,18,2003-01-31,2004-08-31,578 days
20478,D0,21,2015-06-15,2016-04-15,305 days
20478,D1,11,2016-12-15,2017-05-15,151 days
20478,D2,3,2016-09-30,2016-10-31,31 days
20478,Sin sequia,23,2011-07-31,2013-05-31,670 days
20479,D0,16,2016-09-15,2017-04-30,227 days
20479,D1,7,2003-01-31,2003-07-31,181 days
20479,D2,3,2023-10-15,2023-11-15,31 days
20479,Sin sequia,47,2013-07-31,2015-09-30,791 days
20480,D0,20,2017-06-30,2018-04-15,289 days
20480,D1,22,2018-11-30,2019-10-15,319 days
20480,D2,8,2024-01-15,2024-04-30,106 days
20480,D3,3,2023-10-15,2023-11-15,31 days
20480,Sin sequia,25,2011-07-31,2013-07-31,731 days
20481,D0,19,2017-06-30,2018-03-31,274 days
20481,D1,22,2015-09-15,2016-07-31,320 days
20481,D2,19,2022-07-31,2023-05-15,288 days
20481,D3,15,2023-09-30,2024-04-30,213 days
20481,Sin sequia,18,2009-09-30,2011-02-28,516 days
20482,D0,9,2021-10-15,2022-02-15,123 days
20482,D1,17,2015-08-31,2016-04-30,243 days
20482,D2,23,2020-05-31,2021-04-30,334 days
20482,D3,7,2024-01-31,2024-04-30,90 days
20482,Sin sequia,18,2009-09-30,2011-02-28,516 days
20483,D0,18,2016-07-31,2017-04-15,258 days
20483,D1,3,2023-10-15,2023-11-15,31 days
20483,Sin sequia,90,2011-07-31,2016-07-15,1811 days
20484,D0,11,2022-11-30,2023-05-15,166 days
20484,D1,10,2018-12-15,2019-04-30,136 days
20484,D2,3,2019-05-15,2019-06-15,31 days
20484,D3,7,2003-01-31,2003-07-31,181 days
20484,Sin sequia,35,2011-07-31,2014-03-31,974 days
20485,D0,14,2020-08-31,2021-03-15,196 days
20485,D1,19,2015-07-31,2016-04-30,274 days
20485,D2,11,2016-11-30,2017-04-30,151 days
20485,D3,1,2023-09-30,2023-09-30,0 days
20485,Sin sequia,18,2009-09-30,2011-02-28,516 days
20486,D0,30,2016-07-31,2017-10-15,441 days
20486,D1,7,2024-01-31,2024-04-30,90 days
20486,D2,7,2003-01-31,2003-07-31,181 days
20486,Sin sequia,47,2011-07-31,2014-09-30,1157 days
20487,D0,24,2016-09-15,2017-08-31,350 days
20487,D1,3,2023-10-15,2023-11-15,31 days
20487,Sin sequia,88,2011-07-31,2016-06-15,1781 days
20488,D0,30,2016-06-30,2017-09-15,442 days
20488,D1,7,2024-01-31,2024-04-30,90 days
20488,D2,7,2003-01-31,2003-07-31,181 days
20488,Sin sequia,41,2013-07-31,2015-06-30,699 days
20489,D0,10,2021-09-30,2022-02-15,138 days
20489,D1,19,2016-07-31,2017-04-30,273 days
20489,D2,20,2020-08-31,2021-06-15,288 days
20489,D3,15,2023-09-30,2024-04-30,213 days
20489,Sin sequia,18,2009-09-30,2011-02-28,516 days
20490,D0,10,2009-09-30,2010-06-30,273 days
20490,D1,7,2003-01-31,2003-07-31,181 days
20490,Sin sequia,75,2011-09-30,2015-12-31,1553 days
20491,D0,17,2017-07-31,2018-03-31,243 days
20491,D1,21,2016-07-31,2017-05-31,304 days
