cve_concatenada,sequia,racha,full_date_start_racha,full_date_end_racha,racha_dias
25009,D0,7,2003-01-31,2003-07-31,181
25009,D1,10,2020-08-31,2021-01-15,137
25009,D2,7,2008-01-31,2008-07-31,182
25009,D3,3,2024-01-15,2024-02-15,31
25009,Sin sequia,16,2009-06-30,2010-09-30,457
25010,D0,13,2017-05-15,2017-11-15,184
25010,D1,15,2019-03-15,2019-10-15,214
25010,D2,6,2009-04-30,2009-09-30,153
25010,D3,4,2007-04-30,2007-07-31,92
25010,D4,6,2003-01-31,2003-06-30,150
25010,Sin sequia,36,2014-07-15,2015-12-31,534
25011,D0,14,2017-06-15,2017-12-31,199
25011,D1,8,2019-04-30,2019-08-15,107
25011,D2,7,2003-01-31,2003-07-31,181
25011,D3,7,2024-02-15,2024-05-15,90
25011,D4,4,2006-03-31,2006-06-30,91
25011,Sin sequia,39,2014-07-15,2016-02-15,580
25012,D0,16,2016-11-30,2017-07-15,227
25012,D1,9,2019-03-31,2019-07-31,122
25012,D2,13,2023-02-15,2023-08-31,197
25012,D3,7,2024-02-15,2024-05-15,90
25012,D4,2,2024-01-15,2024-01-31,16
25012,Sin sequia,25,2008-08-31,2010-08-31,730
25013,D0,10,2008-12-31,2009-09-30,273
25013,D1,15,2019-02-28,2019-09-30,214
25013,D2,7,2003-01-31,2003-07-31,181
25013,D3,14,2021-01-15,2021-07-31,197
25013,D4,4,2006-03-31,2006-06-30,91
25013,Sin sequia,18,2004-04-30,2005-09-30,518
25014,D0,20,2016-11-30,2017-09-15,289
25014,D1,23,2017-09-30,2018-08-31,335
25014,D2,7,2008-01-31,2008-07-31,182
25014,D3,3,2006-04-30,2006-06-30,61
25014,Sin sequia,16,2009-06-30,2010-09-30,457
25015,D0,15,2016-11-30,2017-06-30,212
25015,D1,9,2019-04-15,2019-08-15,122
25015,D2,7,2003-01-31,2003-07-31,181
25015,D3,14,2021-01-15,2021-07-31,197
25015,D4,4,2006-03-31,2006-06-30,91
25015,Sin sequia,41,2014-07-15,2016-03-15,609
25016,D0,16,2016-11-30,2017-07-15,227
25016,D1,12,2019-02-28,2019-08-15,168
25016,D2,14,2023-01-31,2023-08-31,212
25016,D3,6,2021-03-31,2021-06-15,76
25016,D4,9,2024-01-15,2024-05-15,121
25016,Sin sequia,25,2008-08-31,2010-08-31,730
25017,D0,24,2016-11-30,2017-11-15,350
25017,D1,17,2019-03-15,2019-11-15,245
25017,D2,7,2003-01-31,2003-07-31,181
25017,D3,6,2021-05-15,2021-07-31,77
25017,D4,4,2006-03-31,2006-06-30,91
25017,Sin sequia,36,2014-07-15,2015-12-31,534
25018,D0,6,2008-12-31,2009-05-31,151
25018,D1,7,2011-10-31,2012-04-30,182
25018,D2,12,2023-03-15,2023-09-15,184
25018,D3,10,2021-01-31,2021-06-15,135
25018,D4,2,2006-05-31,2006-06-30,30
25018,Sin sequia,20,2004-01-31,2005-09-30,608
26001,D0,6,2008-02-29,2008-07-31,153
26001,D1,8,2012-11-30,2013-06-30,212
26001,D2,6,2021-01-31,2021-04-15,74
26001,D3,14,2023-09-30,2024-04-15,198
26001,D4,1,2006-06-30,2006-06-30,0
26001,Sin sequia,19,2004-03-31,2005-09-30,548
26002,D0,16,2016-09-15,2017-04-30,227
26002,D1,8,2012-08-31,2013-03-31,212
26002,D2,16,2021-09-15,2022-04-30,227
26002,D3,14,2023-09-30,2024-04-15,198
26002,D4,17,2020-11-30,2021-07-31,243
26002,Sin sequia,10,2010-02-28,2010-11-30,275
26003,D0,17,2019-11-30,2020-07-31,244
26003,D1,7,2009-04-30,2009-10-31,184
26003,D2,5,2010-02-28,2010-06-30,122
26003,D3,15,2020-11-30,2021-06-30,212
26003,D4,6,2003-01-31,2003-06-30,150
26003,Sin sequia,16,2004-04-30,2005-07-31,457
26004,D0,17,2015-02-15,2015-10-15,242
26004,D1,14,2022-07-31,2023-02-15,199
26004,D2,10,2011-02-28,2011-11-30,275
26004,D3,13,2018-01-31,2018-07-31,181
26004,D4,16,2020-11-30,2021-07-15,227
26004,Sin sequia,15,2019-12-15,2020-07-15,213
26005,D0,17,2016-11-30,2017-07-31,243
26005,D1,7,2011-12-31,2012-06-30,182
26005,D2,14,2020-11-15,2021-05-31,197
26005,D3,8,2024-01-31,2024-05-15,105
26005,D4,7,2003-01-31,2003-07-31,181
26005,Sin sequia,13,2004-10-31,2005-10-31,365
26006,D0,10,2009-01-31,2009-10-31,273
26006,D1,13,2012-07-31,2013-07-31,365
26006,D2,6,2003-01-31,2003-06-30,150
26006,D3,12,2023-09-30,2024-03-15,167
26006,D4,4,2021-05-15,2021-06-30,46
26006,Sin sequia,32,2014-10-31,2016-02-15,472
26007,D0,8,2009-01-31,2009-08-31,212
26007,D1,7,2012-07-31,2013-01-31,184
26007,D2,5,2007-03-31,2007-07-31,122
26007,D3,12,2020-10-31,2021-04-15,166
26007,D4,6,2021-04-30,2021-07-15,76
26007,Sin sequia,16,2004-03-31,2005-06-30,456
26008,D0,10,2004-03-31,2004-12-31,275
26008,D1,9,2012-11-30,2013-07-31,243
26008,D2,6,2022-04-15,2022-06-30,76
26008,D3,16,2023-09-30,2024-05-15,228
26008,D4,2,2011-06-30,2011-07-31,31
26008,Sin sequia,34,2014-09-30,2016-02-15,503
26009,D0,13,2012-11-30,2013-11-30,365
26009,D1,8,2016-03-31,2016-07-15,106
26009,D2,13,2021-01-31,2021-07-31,181
26009,D3,7,2003-01-31,2003-07-31,181
26009,D4,10,2023-12-31,2024-05-15,136
26009,Sin sequia,13,2004-09-30,2005-09-30,365
26010,D0,6,2009-02-28,2009-07-31,153
26010,D1,20,2011-12-31,2013-07-31,578
26010,D2,7,2003-01-31,2003-07-31,181
26010,D3,16,2020-11-30,2021-07-15,227
26010,D4,2,2011-06-30,2011-07-31,31
26010,Sin sequia,34,2014-10-31,2016-03-15,501
26011,D0,7,2009-02-28,2009-08-31,184
26011,D1,16,2021-08-15,2022-03-31,228
26011,D2,6,2003-01-31,2003-06-30,150
26011,D3,12,2023-09-30,2024-03-15,167
26011,D4,4,2021-05-15,2021-06-30,46
26011,Sin sequia,31,2014-11-15,2016-02-15,457
26012,D0,9,2013-01-31,2013-09-30,242
26012,D1,10,2023-01-15,2023-06-15,151
26012,D2,13,2020-10-31,2021-04-30,181
26012,D3,7,2018-02-28,2018-05-31,92
26012,D4,9,2024-01-15,2024-05-15,121
26012,Sin sequia,22,2003-10-31,2005-08-31,670
26013,D0,8,2009-01-31,2009-08-31,212
26013,D1,8,2012-11-30,2013-06-30,212
26013,D2,8,2017-11-30,2018-03-15,105
26013,D3,16,2020-11-30,2021-07-15,227
26013,D4,2,2006-05-31,2006-06-30,30
26013,Sin sequia,18,2004-04-30,2005-09-30,518
26014,D0,6,2008-02-29,2008-07-31,153
26014,D1,6,2012-03-31,2012-08-31,153
26014,D2,14,2021-01-31,2021-08-15,196
26014,D3,5,2011-03-31,2011-07-31,122
26014,D4,3,2024-02-15,2024-03-15,29
26014,Sin sequia,19,2004-03-31,2005-09-30,548
26015,D0,7,2009-02-28,2009-08-31,184
26015,D1,15,2011-12-31,2013-02-28,425
26015,D2,25,2021-08-15,2022-08-15,365
26015,D3,19,2020-10-31,2021-07-31,273
26015,D4,2,2011-06-30,2011-07-31,31
26015,Sin sequia,23,2019-08-15,2020-07-15,335
26016,D0,10,2008-11-30,2009-08-31,274
26016,D1,6,2012-03-31,2012-08-31,153
26016,D2,5,2007-03-31,2007-07-31,122
26016,D3,12,2023-09-30,2024-03-15,167
26016,D4,4,2021-05-15,2021-06-30,46
26016,Sin sequia,24,2003-09-30,2005-09-30,731
26017,D0,7,2008-10-31,2009-04-30,181
26017,D1,14,2016-09-15,2017-03-31,197
26017,D2,13,2023-09-15,2024-03-15,182
26017,D3,5,2018-05-31,2018-07-31,61
26017,D4,16,2020-11-30,2021-07-15,227
26017,Sin sequia,24,2003-09-30,2005-09-30,731
26018,D0,7,2013-03-31,2013-09-30,183
26018,D1,10,2023-01-15,2023-06-15,151
26018,D2,4,2007-04-30,2007-07-31,92
26018,D3,17,2020-11-30,2021-07-31,243
26018,D4,10,2023-12-31,2024-05-15,136
26018,Sin sequia,18,2004-03-31,2005-08-31,518
26019,D0,14,2015-02-28,2015-09-15,199
26019,D1,13,2003-07-31,2004-09-30,427
26019,D2,5,2012-04-30,2012-08-31,123
26019,D3,12,2020-10-31,2021-04-15,166
26019,D4,6,2021-04-30,2021-07-15,76
26019,Sin sequia,20,2019-09-30,2020-07-15,289
26020,D0,8,2008-11-30,2009-06-30,212
26020,D1,8,2016-03-31,2016-07-15,106
26020,D2,8,2006-01-31,2006-08-31,212
26020,D3,15,2020-11-30,2021-06-30,212
26020,D4,1,2024-01-15,2024-01-15,0
26020,Sin sequia,24,2003-09-30,2005-09-30,731
26021,D0,8,2003-01-31,2003-09-30,242
26021,D1,12,2017-01-31,2017-07-15,165
26021,D2,15,2020-09-30,2021-04-30,212
26021,D3,7,2023-09-15,2023-12-15,91
26021,D4,10,2023-12-31,2024-05-15,136
26021,Sin sequia,23,2003-10-31,2005-09-30,700
26022,D0,9,2009-01-31,2009-09-30,242
26022,D1,11,2016-03-31,2016-08-31,153
26022,D2,5,2012-04-30,2012-08-31,123
26022,D3,12,2023-09-30,2024-03-15,167
26022,D4,4,2021-05-15,2021-06-30,46
26022,Sin sequia,32,2014-10-31,2016-02-15,472
26023,D0,8,2009-01-31,2009-08-31,212
26023,D1,12,2012-07-31,2013-06-30,334
26023,D2,7,2003-01-31,2003-07-31,181
26023,D3,16,2023-09-30,2024-05-15,228
26023,D4,2,2006-05-31,2006-06-30,30
26023,Sin sequia,35,2014-09-30,2016-02-29,517
26024,D0,8,2009-01-31,2009-08-31,212
26024,D1,7,2011-12-31,2012-06-30,182
26024,D2,14,2021-01-31,2021-08-15,196
26024,D3,8,2024-01-31,2024-05-15,105
26024,D4,2,2011-09-30,2011-10-31,31
26024,Sin sequia,26,2015-01-31,2016-02-15,380
26025,D0,8,2013-02-28,2013-09-30,214
26025,D1,11,2022-12-31,2023-06-15,166
26025,D2,12,2020-11-15,2021-04-30,166
26025,D3,7,2023-09-30,2023-12-31,92
26025,D4,5,2024-01-15,2024-03-15,60
26025,Sin sequia,28,2003-03-31,2005-08-31,884
26026,D0,9,2009-01-31,2009-09-30,242
26026,D1,6,2003-03-31,2003-09-30,183
26026,D2,4,2011-03-31,2011-06-30,91
26026,D3,14,2020-11-30,2021-06-15,197
26026,D4,8,2024-01-31,2024-05-15,105
26026,Sin sequia,18,2004-03-31,2005-08-31,518
26027,D0,14,2015-02-28,2015-09-15,199
26027,D1,9,2012-07-31,2013-03-31,243
26027,D2,8,2003-12-31,2004-08-31,244
26027,D3,12,2020-10-31,2021-04-15,166
26027,D4,5,2021-04-30,2021-06-30,61
26027,Sin sequia,20,2019-09-30,2020-07-15,289
26028,D0,8,2009-01-31,2009-08-31,212
26028,D1,8,2012-11-30,2013-06-30,212
26028,D2,14,2021-01-31,2021-08-15,196
26028,D3,13,2023-11-15,2024-05-15,182
26028,D4,2,2011-09-30,2011-10-31,31
26028,Sin sequia,31,2016-08-15,2017-11-15,457
26029,D0,8,2013-02-28,2013-09-30,214
26029,D1,11,2022-12-31,2023-06-15,166
26029,D2,15,2020-09-30,2021-04-30,212
26029,D3,8,2023-09-15,2023-12-31,107
26029,D4,9,2024-01-15,2024-05-15,121
26029,Sin sequia,28,2003-04-30,2005-09-30,884
26030,D0,15,2016-12-15,2017-07-15,212
26030,D1,8,2016-03-31,2016-07-15,106
26030,D2,4,2006-02-28,2006-05-31,92
26030,D3,8,2023-09-15,2023-12-31,107
26030,D4,9,2024-01-15,2024-05-15,121
26030,Sin sequia,31,2003-01-31,2005-09-30,973
26031,D0,7,2009-02-28,2009-08-31,184
26031,D1,9,2012-11-30,2013-07-31,243
26031,D2,7,2003-01-31,2003-07-31,181
26031,D3,16,2020-11-30,2021-07-15,227
26031,D4,2,2011-06-30,2011-07-31,31
26031,Sin sequia,34,2014-10-31,2016-03-15,501
26032,D0,8,2009-01-31,2009-08-31,212
26032,D1,9,2012-11-30,2013-07-31,243
26032,D2,7,2003-01-31,2003-07-31,181
26032,D3,15,2020-12-15,2021-07-15,212
26032,D4,2,2011-06-30,2011-07-31,31
26032,Sin sequia,36,2014-09-30,2016-03-15,532
26033,D0,27,2016-12-31,2018-01-31,396
26033,D1,7,2023-01-15,2023-04-30,105
26033,D2,13,2020-10-31,2021-04-30,181
26033,D3,6,2003-01-31,2003-06-30,150
26033,D4,4,2006-03-31,2006-06-30,91
26033,Sin sequia,38,2014-07-31,2016-02-15,564
26034,D0,6,2008-02-29,2008-07-31,153
26034,D1,8,2012-11-30,2013-06-30,212
26034,D2,8,2017-11-30,2018-03-15,105
26034,D3,14,2023-09-30,2024-04-15,198
26034,D4,2,2006-05-31,2006-06-30,30
26034,Sin sequia,19,2004-03-31,2005-09-30,548
26035,D0,9,2009-01-31,2009-09-30,242
26035,D1,11,2016-03-31,2016-08-31,153
26035,D2,6,2012-03-31,2012-08-31,153
26035,D3,8,2011-03-31,2011-10-31,214
26035,D4,6,2021-04-30,2021-07-15,76
26035,Sin sequia,31,2014-11-15,2016-02-15,457
26036,D0,9,2009-01-31,2009-09-30,242
26036,D1,11,2016-03-31,2016-08-31,153
26036,D2,6,2012-03-31,2012-08-31,153
26036,D3,13,2020-10-15,2021-04-15,182
26036,D4,6,2021-04-30,2021-07-15,76
26036,Sin sequia,31,2014-11-15,2016-02-15,457
26037,D0,15,2016-12-15,2017-07-15,212
26037,D1,8,2016-03-31,2016-07-15,106
26037,D2,7,2022-04-15,2022-07-15,91
26037,D3,7,2023-09-15,2023-12-15,91
26037,D4,10,2023-12-31,2024-05-15,136
26037,Sin sequia,19,2004-03-31,2005-09-30,548
26038,D0,8,2009-01-31,2009-08-31,212
26038,D1,8,2012-11-30,2013-06-30,212
26038,D2,7,2003-01-31,2003-07-31,181
26038,D3,8,2023-09-15,2023-12-31,107
26038,D4,2,2006-05-31,2006-06-30,30
26038,Sin sequia,34,2014-09-30,2016-02-15,503
26039,D0,24,2014-09-30,2015-09-15,350
26039,D1,8,2012-08-31,2013-03-31,212
26039,D2,10,2003-12-31,2004-10-31,305
26039,D3,12,2020-10-15,2021-03-31,167
26039,D4,7,2021-04-15,2021-07-15,91
26039,Sin sequia,16,2019-11-30,2020-07-15,228
26040,D0,9,2004-04-30,2004-12-31,245
26040,D1,8,2012-11-30,2013-06-30,212
26040,D2,9,2021-01-31,2021-05-31,120
26040,D3,8,2003-01-31,2003-09-30,242
26040,D4,2,2011-06-30,2011-07-31,31
26040,Sin sequia,14,2009-10-31,2010-11-30,395
26041,D0,7,2009-02-28,2009-08-31,184
26041,D1,8,2012-07-31,2013-02-28,212
26041,D2,17,2017-11-30,2018-07-31,243
26041,D3,17,2020-11-15,2021-07-15,242
26041,D4,2,2011-06-30,2011-07-31,31
26041,Sin sequia,16,2015-07-31,2016-03-15,228
26042,D0,9,2009-01-31,2009-09-30,242
26042,D1,4,2011-11-30,2012-02-29,91
26042,D2,8,2003-01-31,2003-09-30,242
26042,D3,16,2020-11-30,2021-07-15,227
26042,D4,8,2024-01-31,2024-05-15,105
26042,Sin sequia,17,2004-03-31,2005-07-31,487
26043,D0,14,2004-01-31,2005-03-31,425
26043,D1,14,2021-09-15,2022-03-31,197
26043,D2,9,2011-12-31,2012-08-31,244
26043,D3,9,2011-03-31,2011-11-30,244
26043,D4,7,2021-04-15,2021-07-15,91
26043,Sin sequia,20,2019-09-30,2020-07-15,289
26044,D0,9,2009-01-31,2009-09-30,242
26044,D1,4,2012-03-31,2012-06-30,91
26044,D2,5,2023-06-30,2023-08-31,62
26044,D3,7,2003-01-31,2003-07-31,181
26044,D4,10,2023-12-31,2024-05-15,136
26044,Sin sequia,34,2014-08-15,2015-12-31,503
26045,D0,9,2012-10-31,2013-06-30,242
26045,D1,7,2012-03-31,2012-09-30,183
26045,D2,5,2007-03-31,2007-07-31,122
26045,D3,16,2020-11-30,2021-07-15,227
26045,Sin sequia,20,2004-01-31,2005-09-30,608
26046,D0,10,2008-11-30,2009-08-31,274
26046,D1,7,2012-07-31,2013-01-31,184
26046,D2,9,2022-04-15,2022-08-15,122
26046,D3,12,2020-10-31,2021-04-15,166
26046,D4,6,2021-04-30,2021-07-15,76
26046,Sin sequia,24,2003-09-30,2005-09-30,731
26047,D0,8,2011-07-31,2012-02-29,213
26047,D1,11,2016-03-31,2016-08-31,153
26047,D2,9,2017-11-30,2018-03-31,121
26047,D3,13,2020-10-31,2021-04-30,181
26047,D4,5,2021-05-15,2021-07-15,61
26047,Sin sequia,24,2003-09-30,2005-09-30,731
26048,D0,20,2012-01-31,2013-08-31,578
26048,D1,7,2008-01-31,2008-07-31,182
26048,D2,5,2003-02-28,2003-06-30,122
26048,D3,16,2020-10-15,2021-05-31,228
26048,D4,3,2021-06-15,2021-07-15,30
26048,Sin sequia,23,2015-01-31,2015-12-31,334
26049,D0,9,2009-01-31,2009-09-30,242
26049,D1,10,2019-06-30,2019-11-15,138
26049,D2,4,2007-04-30,2007-07-31,92
26049,D3,17,2020-11-30,2021-07-31,243
26049,D4,10,2023-12-31,2024-05-15,136
26049,Sin sequia,17,2004-03-31,2005-07-31,487
26050,D0,10,2012-09-30,2013-06-30,273
26050,D1,6,2012-03-31,2012-08-31,153
26050,D2,4,2011-07-31,2011-10-31,92
26050,D3,17,2023-09-15,2024-05-15,243
26050,Sin sequia,20,2004-01-31,2005-09-30,608
26051,D0,9,2009-01-31,2009-09-30,242
26051,D1,5,2012-03-31,2012-07-31,122
26051,D2,4,2007-04-30,2007-07-31,92
26051,D3,16,2020-11-30,2021-07-15,227
26051,D4,10,2023-12-31,2024-05-15,136
26051,Sin sequia,24,2014-12-31,2015-12-15,349
26052,D0,19,2016-10-31,2017-07-31,273
26052,D1,7,2011-12-31,2012-06-30,182
26052,D2,9,2021-01-31,2021-05-31,120
26052,D3,8,2003-01-31,2003-09-30,242
26052,D4,2,2023-12-31,2024-01-15,15
26052,Sin sequia,21,2015-03-15,2016-01-15,306
26053,D0,6,2008-02-29,2008-07-31,153
26053,D1,8,2012-11-30,2013-06-30,212
26053,D2,6,2021-01-31,2021-04-15,74
26053,D3,5,2011-03-31,2011-07-31,122
26053,D4,1,2006-06-30,2006-06-30,0
26053,Sin sequia,19,2004-03-31,2005-09-30,548
26054,D0,16,2016-11-30,2017-07-15,227
26054,D1,8,2016-03-31,2016-07-15,106
26054,D2,12,2020-11-15,2021-04-30,166
26054,D3,7,2023-09-15,2023-12-15,91
26054,D4,10,2023-12-31,2024-05-15,136
26054,Sin sequia,19,2004-03-31,2005-09-30,548
26055,D0,17,2010-07-31,2011-11-30,487
26055,D1,22,2021-05-15,2022-03-31,320
26055,D2,24,2016-03-15,2017-02-28,350
26055,D3,7,2007-04-30,2007-10-31,184
26055,Sin sequia,12,2005-01-31,2005-12-31,334
26056,D0,7,2008-12-31,2009-06-30,181
26056,D1,9,2014-03-31,2014-07-31,122
26056,D2,8,2021-01-31,2021-05-15,104
26056,D3,8,2023-09-15,2023-12-31,107
26056,D4,3,2024-02-15,2024-03-15,29
26056,Sin sequia,24,2003-09-30,2005-09-30,731
26057,D0,8,2009-01-31,2009-08-31,212
26057,D1,8,2016-03-31,2016-07-15,106
26057,D2,5,2003-01-31,2003-05-31,120
26057,D3,7,2023-09-15,2023-12-15,91
26057,D4,8,2023-12-31,2024-04-15,106
26057,Sin sequia,13,2004-09-30,2005-09-30,365
26058,D0,8,2009-01-31,2009-08-31,212
26058,D1,7,2012-03-31,2012-09-30,183
26058,D2,5,2007-03-31,2007-07-31,122
26058,D3,12,2020-11-15,2021-04-30,166
26058,D4,4,2021-05-15,2021-06-30,46
26058,Sin sequia,19,2004-03-31,2005-09-30,548
26059,D0,24,2014-09-30,2015-09-15,350
26059,D1,7,2012-09-30,2013-03-31,182
26059,D2,9,2011-12-31,2012-08-31,244
26059,D3,9,2011-03-31,2011-11-30,244
26059,D4,7,2021-04-15,2021-07-15,91
26059,Sin sequia,20,2019-09-30,2020-07-15,289
26060,D0,17,2003-10-31,2005-03-31,517
26060,D1,26,2014-07-31,2015-08-15,380
26060,D2,10,2011-11-30,2012-08-31,275
26060,D3,12,2018-01-31,2018-07-15,165
26060,D4,16,2020-11-30,2021-07-15,227
26060,Sin sequia,16,2019-11-30,2020-07-15,228
26061,D0,16,2016-11-30,2017-07-15,227
26061,D1,8,2016-03-31,2016-07-15,106
26061,D2,7,2021-01-31,2021-04-30,89
26061,D3,7,2023-09-15,2023-12-15,91
26061,D4,10,2023-12-31,2024-05-15,136
26061,Sin sequia,13,2004-09-30,2005-09-30,365
26062,D0,7,2013-03-31,2013-09-30,183
26062,D1,5,2003-01-31,2003-05-31,120
26062,D2,12,2020-11-15,2021-04-30,166
26062,D3,7,2023-09-15,2023-12-15,91
26062,D4,10,2023-12-31,2024-05-15,136
26062,Sin sequia,19,2004-03-31,2005-09-30,548
26063,D0,8,2009-01-31,2009-08-31,212
26063,D1,6,2012-03-31,2012-08-31,153
26063,D2,14,2021-01-31,2021-08-15,196
26063,D3,8,2023-09-15,2023-12-31,107
26063,D4,2,2006-05-31,2006-06-30,30
26063,Sin sequia,26,2015-01-31,2016-02-15,380
26064,D0,10,2008-11-30,2009-08-31,274
26064,D1,6,2012-03-31,2012-08-31,153
26064,D2,8,2006-01-31,2006-08-31,212
26064,D3,13,2020-10-31,2021-04-30,181
26064,D4,4,2021-05-15,2021-06-30,46
26064,Sin sequia,24,2003-09-30,2005-09-30,731
26065,D0,8,2009-01-31,2009-08-31,212
26065,D1,10,2022-09-30,2023-02-15,138
26065,D2,6,2012-03-31,2012-08-31,153
26065,D3,12,2020-10-15,2021-03-31,167
26065,D4,7,2021-04-15,2021-07-15,91
26065,Sin sequia,13,2004-04-30,2005-04-30,365
26066,D0,10,2012-11-30,2013-08-31,274
26066,D1,8,2016-03-31,2016-07-15,106
26066,D2,8,2021-01-31,2021-05-15,104
26066,D3,8,2023-09-15,2023-12-31,107
26066,D4,9,2024-01-15,2024-05-15,121
26066,Sin sequia,20,2004-01-31,2005-09-30,608
26067,D0,7,2009-02-28,2009-08-31,184
26067,D1,9,2011-12-31,2012-08-31,244
26067,D2,7,2003-01-31,2003-07-31,181
26067,D3,16,2020-11-30,2021-07-15,227
26067,D4,2,2011-06-30,2011-07-31,31
26067,Sin sequia,34,2014-10-31,2016-03-15,501
26068,D0,14,2016-12-15,2017-06-30,197
26068,D1,8,2016-03-31,2016-07-15,106
26068,D2,7,2021-01-31,2021-04-30,89
26068,D3,4,2011-04-30,2011-07-31,92
26068,D4,10,2023-12-31,2024-05-15,136
26068,Sin sequia,19,2004-03-31,2005-09-30,548
26069,D0,18,2016-10-31,2017-07-15,257
26069,D1,7,2011-12-31,2012-06-30,182
26069,D2,5,2023-06-30,2023-08-31,62
26069,D3,13,2020-12-15,2021-06-15,182
26069,D4,7,2003-01-31,2003-07-31,181
26069,Sin sequia,34,2014-08-31,2016-01-15,502
26070,D0,14,2003-11-30,2005-01-31,428
26070,D1,14,2012-02-29,2013-03-31,396
26070,D2,6,2006-09-30,2007-02-28,151
26070,D3,6,2007-03-31,2007-08-31,153
26070,D4,16,2020-11-30,2021-07-15,227
26070,Sin sequia,26,2015-01-31,2016-02-15,380
26071,D0,7,2009-01-31,2009-07-31,181
26071,D1,8,2003-01-31,2003-09-30,242
26071,D2,4,2011-03-31,2011-06-30,91
26071,D3,14,2020-11-30,2021-06-15,197
26071,D4,8,2024-01-31,2024-05-15,105
26071,Sin sequia,18,2004-03-31,2005-08-31,518
26072,D0,11,2011-08-31,2012-06-30,304
26072,D1,5,2023-03-31,2023-06-15,76
26072,D2,13,2020-11-15,2021-05-15,181
26072,D3,9,2024-01-15,2024-05-15,121
26072,D4,1,2006-03-31,2006-03-31,0
26072,Sin sequia,49,2014-07-31,2016-07-31,731
27001,D0,10,2014-08-31,2015-01-15,137
27001,D1,15,2016-11-30,2017-06-30,212
27001,D2,6,2009-04-30,2009-09-30,153
27001,D3,5,2009-10-31,2010-02-28,120
27001,Sin sequia,42,2011-09-30,2014-08-15,1050
27002,D0,10,2021-09-30,2022-02-15,138
27002,D1,9,2008-11-30,2009-07-31,243
27002,D2,8,2018-11-30,2019-03-15,105
27002,D3,6,2018-08-31,2018-11-15,76
27002,Sin sequia,11,2005-11-30,2006-09-30,304
27003,D0,14,2017-06-30,2018-01-15,199
27003,D1,10,2023-09-30,2024-02-15,138
27003,D2,5,2009-04-30,2009-08-31,123
27003,D3,13,2019-04-30,2019-10-31,184
27003,D4,1,2009-10-31,2009-10-31,0
27003,Sin sequia,19,2011-09-30,2013-03-31,548
27004,D0,16,2017-05-31,2018-01-15,229
27004,D1,17,2016-04-30,2016-12-31,245
27004,D2,11,2019-11-15,2020-04-15,152
27004,D3,13,2019-04-30,2019-10-31,184
27004,Sin sequia,14,2011-09-30,2012-10-31,397
27005,D0,15,2016-04-15,2016-11-15,214
27005,D1,9,2008-11-30,2009-07-31,243
27005,D2,4,2005-02-28,2005-05-31,92
27005,D3,5,2018-09-15,2018-11-15,61
27005,D4,1,2009-10-31,2009-10-31,0
27005,Sin sequia,22,2013-05-31,2014-08-15,441
27006,D0,10,2021-09-30,2022-02-15,138
27006,D1,9,2008-11-30,2009-07-31,243
27006,D2,4,2005-02-28,2005-05-31,92
27006,D3,10,2019-06-15,2019-10-31,138
27006,Sin sequia,21,2020-09-30,2021-07-31,304
27007,D0,10,2023-06-15,2023-10-31,138
27007,D1,14,2019-10-31,2020-05-15,197
27007,D2,11,2018-08-15,2019-01-15,153
27007,D3,6,2009-09-30,2010-02-28,151
27007,Sin sequia,42,2011-09-30,2014-08-15,1050
27008,D0,10,2021-09-30,2022-02-15,138
27008,D1,9,2008-11-30,2009-07-31,243
27008,D2,20,2018-11-30,2019-09-15,289
27008,D3,7,2018-08-15,2018-11-15,92
27008,Sin sequia,42,2013-05-31,2015-06-15,745
27009,D0,16,2017-05-31,2018-01-15,229
27009,D1,17,2016-04-30,2016-12-31,245
27009,D2,11,2019-11-15,2020-04-15,152
27009,D3,13,2019-04-30,2019-10-31,184
27009,Sin sequia,29,2020-05-31,2021-07-31,426
27010,D0,10,2021-09-30,2022-02-15,138
27010,D1,9,2008-11-30,2009-07-31,243
27010,D2,8,2018-11-15,2019-02-28,105
27010,D3,10,2019-06-15,2019-10-31,138
27010,D4,1,2009-10-31,2009-10-31,0
27010,Sin sequia,32,2022-02-28,2023-06-30,487
27011,D0,8,2021-09-30,2022-01-15,107
27011,D1,18,2016-10-15,2017-06-30,258
27011,D2,5,2009-04-30,2009-08-31,123
27011,D3,6,2009-09-30,2010-02-28,151
27011,Sin sequia,18,2011-09-30,2013-02-28,517
27012,D0,16,2017-05-31,2018-01-15,229
27012,D1,8,2008-12-31,2009-07-31,212
27012,D2,4,2005-02-28,2005-05-31,92
27012,D3,13,2019-04-30,2019-10-31,184
27012,Sin sequia,29,2020-05-31,2021-07-31,426
27013,D0,10,2021-09-30,2022-02-15,138
27013,D1,7,2008-11-30,2009-05-31,182
27013,D2,8,2018-11-15,2019-02-28,105
27013,D3,13,2019-04-30,2019-10-31,184
27013,D4,1,2009-10-31,2009-10-31,0
27013,Sin sequia,15,2011-09-30,2012-11-30,427
27014,D0,10,2016-04-15,2016-08-31,138
27014,D1,7,2008-11-30,2009-05-31,182
27014,D2,8,2018-11-15,2019-02-28,105
27014,D3,3,2009-12-31,2010-02-28,59
27014,D4,1,2009-10-31,2009-10-31,0
27014,Sin sequia,22,2013-05-31,2014-08-15,441
27015,D0,5,2003-02-28,2003-06-30,122
27015,D1,9,2008-12-31,2009-08-31,243
27015,D2,6,2019-08-15,2019-10-31,77
