cve_ent,nombre_estado,date_year_month,n_year,n_month,pr_mm,cumsum_pr_mm,anomaly_pr_mm,anomaly_pr_prop,cumulative_anomaly_pr_mm,cumulative_anomaly_pr_prop
00,Nacional,1981-01-15,1981,1,38.27139988119197,38.27139988119197,13.95771814911851,0.5740684731718828,13.95771814911851,0.5740684731718828
00,Nacional,1981-02-15,1981,2,21.421290459436953,59.69269034062892,4.594521679036241,0.27304836353297934,18.552239828154747,0.4509488738469097
00,Nacional,1981-03-15,1981,3,18.444474740121198,78.13716508075012,4.522013683995045,0.32479988026292744,23.074253512149795,0.41905255016169374
00,Nacional,1981-04-15,1981,4,29.59251930156645,107.72968438231658,10.012688037643667,0.5113776468591305,33.086941549793465,0.4432707091703619
00,Nacional,1981-05-15,1981,5,56.077369728567554,163.80705411088414,5.091724863757413,0.09986585199144316,38.178666413550886,0.3039015871598368
00,Nacional,1981-06-15,1981,6,188.4240140982392,352.23106820912335,58.66702735317253,0.45213000721445185,96.8456937667234,0.3792139388489772
00,Nacional,1981-07-15,1981,7,161.54961468687756,513.7806828960009,6.204676083807726,0.039941282539379196,103.05036985053118,0.25089545762141746
00,Nacional,1981-08-15,1981,8,175.8435001798437,689.6241830758446,20.482301929823166,0.13183666295403626,123.53267178035435,0.21822032183039108
00,Nacional,1981-09-15,1981,9,147.55973857763297,837.1839216534776,-19.518921814805367,-0.11682474451829371,104.01374996554898,0.1418684965402849
00,Nacional,1981-10-15,1981,10,98.46092570054178,935.6448473540194,11.887376853229739,0.13730957101221827,115.90112681877872,0.14138702610994403
00,Nacional,1981-11-15,1981,11,16.605966811337062,952.2508141653565,-16.017830970723992,-0.49098609173980856,99.88329584805479,0.11718336715275007
00,Nacional,1981-12-15,1981,12,22.34415312760995,974.5949672929664,-2.904048863163883,-0.11502002654387339,96.97924698489089,0.11050308778749723
00,Nacional,1982-01-15,1982,1,16.026859255616888,16.026859255616888,-8.286822476456571,-0.3408296023520365,-8.286822476456571,-0.3408296023520365
00,Nacional,1982-02-15,1982,2,18.599564407502463,34.626423663119354,1.7727956271017504,0.10535567762520436,-6.514026849354821,-0.1583363032784414
00,Nacional,1982-03-15,1982,3,14.604587865213396,49.23101152833275,0.6821268090872437,0.04899470045829969,-5.831900040267577,-0.10591339749627811
00,Nacional,1982-04-15,1982,4,25.831634493014427,75.06264602134718,6.251803229091642,0.3192981157407127,0.4199031888240654,0.005625505881612733
00,Nacional,1982-05-15,1982,5,70.41291541608516,145.47556143743233,19.427270551275015,0.3810341244636008,19.84717374009908,0.1579831923650516
00,Nacional,1982-06-15,1982,6,84.27021321783626,229.74577465526858,-45.486773527230426,-0.35055355914358743,-25.639599787131374,-0.10039572486526308
